"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","104"
"Male","100"
"Badi",""
"Female","8"
"Male","7"
"Bangali",""
"Female","20"
"Male","23"
"Bantar/Sardar",""
"Female","9"
"Male","10"
"Baraee",""
"Female","605"
"Male","584"
"Bin",""
"Female","793"
"Male","687"
"Brahman - Hill",""
"Female","156"
"Male","140"
"Brahman - Tarai",""
"Female","73"
"Male","71"
"Chamar/ Harijan/ Ram",""
"Female","1079"
"Male","963"
"Chhetri",""
"Female","424"
"Male","400"
"Damai/Dholi",""
"Female","59"
"Male","39"
"Danuwar",""
"Female","340"
"Male","279"
"Dhankar/ Dharikar",""
"Female","126"
"Male","136"
"Dhanuk",""
"Female","978"
"Male","985"
"Dhobi",""
"Female","142"
"Male","132"
"Dom",""
"Female","38"
"Male","33"
"Dusadh/ Pasawan/ Pasi",""
"Female","139"
"Male","95"
"Gaderi/Bhedihar",""
"Female","65"
"Male","53"
"Gharti/Bhujel",""
"Female","65"
"Male","73"
"Hajam/Thakur",""
"Female","343"
"Male","301"
"Halwai",""
"Female","322"
"Male","320"
"Jhangad/ Dhagar",""
"Female","151"
"Male","164"
"Kalwar",""
"Female","41"
"Male","44"
"Kami",""
"Female","301"
"Male","279"
"Kanu",""
"Female","11"
"Male","4"
"Kathabaniyan",""
"Female","65"
"Male","61"
"Kayastha",""
"Female","43"
"Male","51"
"Kewat",""
"Female","1116"
"Male","995"
"Khatwe",""
"Female","299"
"Male","261"
"Koiri/Kushwaha",""
"Female","1245"
"Male","1281"
"Kumhar",""
"Female","59"
"Male","58"
"Kurmi",""
"Female","47"
"Male","38"
"Limbu",""
"Female","13"
"Male","6"
"Lohar",""
"Female","97"
"Male","78"
"Magar",""
"Female","923"
"Male","814"
"Majhi",""
"Female","65"
"Male","71"
"Mali",""
"Female","63"
"Male","52"
"Mallaha",""
"Female","229"
"Male","186"
"Marwadi",""
"Female","6"
"Male","6"
"Musahar",""
"Female","1521"
"Male","1447"
"Musalman",""
"Female","1373"
"Male","1248"
"Natuwa",""
"Female","6"
"Male","8"
"Newar",""
"Female","127"
"Male","115"
"Others",""
"Female","51"
"Male","36"
"Punjabi/Sikh",""
"Female","50"
"Male","58"
"Rai",""
"Female","55"
"Male","67"
"Rajput",""
"Female","97"
"Male","94"
"Sanyasi/Dasnami",""
"Female","81"
"Male","89"
"Sarki",""
"Female","380"
"Male","298"
"Satar/ Santhal",""
"Female","10"
"Male","6"
"Sonar",""
"Female","65"
"Male","59"
"Sudhi",""
"Female","583"
"Male","547"
"Sunuwar",""
"Female","85"
"Male","82"
"Tamang",""
"Female","1174"
"Male","1055"
"Tatma/Tatwa",""
"Female","863"
"Male","912"
"Teli",""
"Female","1339"
"Male","1306"
"Terai Others",""
"Female","333"
"Male","272"
"Thakuri",""
"Female","22"
"Male","19"
"Tharu",""
"Female","66"
"Male","55"
"Yadav",""
"Female","4560"
"Male","4429"
