"Population by Single Year of Age","Number"
"0",""
"Female","234"
"Male","308"
"1",""
"Female","182"
"Male","208"
"10",""
"Female","576"
"Male","607"
"11",""
"Female","234"
"Male","248"
"12",""
"Female","510"
"Male","482"
"13",""
"Female","294"
"Male","330"
"14",""
"Female","350"
"Male","337"
"15",""
"Female","332"
"Male","341"
"16",""
"Female","306"
"Male","355"
"17",""
"Female","161"
"Male","211"
"18",""
"Female","319"
"Male","377"
"19",""
"Female","145"
"Male","168"
"2",""
"Female","379"
"Male","354"
"20",""
"Female","380"
"Male","351"
"21",""
"Female","191"
"Male","191"
"22",""
"Female","289"
"Male","296"
"23",""
"Female","226"
"Male","188"
"24",""
"Female","204"
"Male","204"
"25",""
"Female","578"
"Male","610"
"26",""
"Female","184"
"Male","175"
"27",""
"Female","148"
"Male","155"
"28",""
"Female","381"
"Male","313"
"29",""
"Female","70"
"Male","92"
"3",""
"Female","411"
"Male","375"
"30",""
"Female","566"
"Male","598"
"31",""
"Female","86"
"Male","75"
"32",""
"Female","282"
"Male","258"
"33",""
"Female","132"
"Male","57"
"34",""
"Female","92"
"Male","56"
"35",""
"Female","496"
"Male","731"
"36",""
"Female","128"
"Male","103"
"37",""
"Female","73"
"Male","70"
"38",""
"Female","199"
"Male","158"
"39",""
"Female","54"
"Male","46"
"4",""
"Female","367"
"Male","395"
"40",""
"Female","499"
"Male","573"
"41",""
"Female","63"
"Male","45"
"42",""
"Female","166"
"Male","146"
"43",""
"Female","89"
"Male","52"
"44",""
"Female","50"
"Male","41"
"45",""
"Female","430"
"Male","570"
"46",""
"Female","97"
"Male","55"
"47",""
"Female","60"
"Male","52"
"48",""
"Female","128"
"Male","116"
"49",""
"Female","29"
"Male","56"
"5",""
"Female","479"
"Male","551"
"50",""
"Female","329"
"Male","433"
"51",""
"Female","48"
"Male","52"
"52",""
"Female","108"
"Male","85"
"53",""
"Female","56"
"Male","37"
"54",""
"Female","42"
"Male","45"
"55",""
"Female","289"
"Male","361"
"56",""
"Female","79"
"Male","64"
"57",""
"Female","36"
"Male","42"
"58",""
"Female","86"
"Male","101"
"59",""
"Female","18"
"Male","31"
"6",""
"Female","414"
"Male","405"
"60",""
"Female","268"
"Male","327"
"61",""
"Female","38"
"Male","40"
"62",""
"Female","61"
"Male","61"
"63",""
"Female","25"
"Male","24"
"64",""
"Female","29"
"Male","29"
"65",""
"Female","254"
"Male","232"
"66",""
"Female","21"
"Male","28"
"67",""
"Female","22"
"Male","22"
"68",""
"Female","44"
"Male","56"
"69",""
"Female","13"
"Male","20"
"7",""
"Female","404"
"Male","386"
"70",""
"Female","176"
"Male","211"
"71",""
"Female","12"
"Male","17"
"72",""
"Female","35"
"Male","27"
"73",""
"Female","6"
"Male","10"
"74",""
"Female","4"
"Male","9"
"75",""
"Female","77"
"Male","108"
"76",""
"Female","5"
"Male","11"
"77",""
"Female","5"
"Male","2"
"78",""
"Female","11"
"Male","12"
"79",""
"Female","2"
"Male","3"
"8",""
"Female","496"
"Male","523"
"80",""
"Female","52"
"Male","39"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","4"
"Male","7"
"83",""
"Female","0"
"Male","3"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","38"
"Male","41"
"9",""
"Female","291"
"Male","262"
