"Population by Educational Attainment","Number"
"Beginners",""
"Female","106"
"Male","148"
"Graduate and Equivalent",""
"Female","116"
"Male","388"
"Intermediate and Equivalent",""
"Female","332"
"Male","808"
"Level not Stated",""
"Female","18"
"Male","33"
"Lower Secondary (Class 6-8)",""
"Female","1382"
"Male","1856"
"Non Formal Education",""
"Female","39"
"Male","46"
"Others",""
"Female","8"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","42"
"Male","126"
"Primary Education (1-5 Class)",""
"Female","3291"
"Male","3949"
"Secondary Level (Class 9-10)",""
"Female","639"
"Male","1449"
"SLC and Equivalent",""
"Female","481"
"Male","940"
