"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","318"
"Male","285"
"Bin",""
"Female","779"
"Male","751"
"Brahman - Hill",""
"Female","238"
"Male","269"
"Brahman - Tarai",""
"Female","2772"
"Male","2882"
"Chamar/ Harijan/ Ram",""
"Female","698"
"Male","667"
"Chhetri",""
"Female","146"
"Male","126"
"Damai/Dholi",""
"Female","14"
"Male","10"
"Dhankar/ Dharikar",""
"Female","71"
"Male","73"
"Dhanuk",""
"Female","1895"
"Male","1734"
"Dhobi",""
"Female","230"
"Male","220"
"Dhunia",""
"Female","133"
"Male","137"
"Dom",""
"Female","11"
"Male","6"
"Dusadh/ Pasawan/ Pasi",""
"Female","587"
"Male","646"
"Gaderi/Bhedihar",""
"Female","231"
"Male","238"
"Hajam/Thakur",""
"Female","240"
"Male","246"
"Halkhor",""
"Female","6"
"Male","6"
"Halwai",""
"Female","269"
"Male","291"
"Kalwar",""
"Female","42"
"Male","36"
"Kami",""
"Female","55"
"Male","45"
"Kanu",""
"Female","42"
"Male","36"
"Kathabaniyan",""
"Female","45"
"Male","38"
"Kayastha",""
"Female","47"
"Male","50"
"Kewat",""
"Female","484"
"Male","501"
"Khatwe",""
"Female","540"
"Male","431"
"Koiri/Kushwaha",""
"Female","30"
"Male","19"
"Kumhar",""
"Female","33"
"Male","35"
"Kurmi",""
"Female","22"
"Male","23"
"Lohar",""
"Female","117"
"Male","111"
"Magar",""
"Female","14"
"Male","15"
"Mali",""
"Female","129"
"Male","98"
"Musahar",""
"Female","356"
"Male","381"
"Musalman",""
"Female","1441"
"Male","1296"
"Nuniya",""
"Female","801"
"Male","889"
"Others",""
"Female","31"
"Male","13"
"Rai",""
"Female","13"
"Male","11"
"Sarki",""
"Female","9"
"Male","6"
"Sonar",""
"Female","177"
"Male","186"
"Sudhi",""
"Female","589"
"Male","671"
"Sunuwar",""
"Female","64"
"Male","50"
"Tatma/Tatwa",""
"Female","1094"
"Male","1142"
"Teli",""
"Female","683"
"Male","747"
"Terai Others",""
"Female","254"
"Male","227"
"Tharu",""
"Female","7"
"Male","5"
"Undefined Others",""
"Female","21"
"Male","13"
"Yadav",""
"Female","2021"
"Male","2063"
