"Population by Single Year of Age","Number"
"0",""
"Female","203"
"Male","188"
"1",""
"Female","150"
"Male","169"
"10",""
"Female","355"
"Male","340"
"11",""
"Female","312"
"Male","291"
"12",""
"Female","375"
"Male","396"
"13",""
"Female","307"
"Male","350"
"14",""
"Female","362"
"Male","380"
"15",""
"Female","363"
"Male","293"
"16",""
"Female","339"
"Male","336"
"17",""
"Female","291"
"Male","300"
"18",""
"Female","385"
"Male","346"
"19",""
"Female","265"
"Male","200"
"2",""
"Female","239"
"Male","201"
"20",""
"Female","295"
"Male","211"
"21",""
"Female","242"
"Male","154"
"22",""
"Female","298"
"Male","205"
"23",""
"Female","215"
"Male","159"
"24",""
"Female","261"
"Male","176"
"25",""
"Female","261"
"Male","201"
"26",""
"Female","216"
"Male","178"
"27",""
"Female","194"
"Male","163"
"28",""
"Female","193"
"Male","207"
"29",""
"Female","105"
"Male","125"
"3",""
"Female","194"
"Male","222"
"30",""
"Female","278"
"Male","199"
"31",""
"Female","126"
"Male","77"
"32",""
"Female","180"
"Male","127"
"33",""
"Female","124"
"Male","94"
"34",""
"Female","85"
"Male","103"
"35",""
"Female","232"
"Male","179"
"36",""
"Female","153"
"Male","130"
"37",""
"Female","100"
"Male","88"
"38",""
"Female","147"
"Male","138"
"39",""
"Female","92"
"Male","83"
"4",""
"Female","231"
"Male","221"
"40",""
"Female","285"
"Male","230"
"41",""
"Female","93"
"Male","88"
"42",""
"Female","124"
"Male","123"
"43",""
"Female","96"
"Male","95"
"44",""
"Female","120"
"Male","89"
"45",""
"Female","221"
"Male","166"
"46",""
"Female","92"
"Male","90"
"47",""
"Female","94"
"Male","81"
"48",""
"Female","145"
"Male","130"
"49",""
"Female","89"
"Male","94"
"5",""
"Female","240"
"Male","257"
"50",""
"Female","225"
"Male","221"
"51",""
"Female","83"
"Male","80"
"52",""
"Female","109"
"Male","115"
"53",""
"Female","90"
"Male","84"
"54",""
"Female","64"
"Male","65"
"55",""
"Female","126"
"Male","151"
"56",""
"Female","78"
"Male","93"
"57",""
"Female","79"
"Male","62"
"58",""
"Female","75"
"Male","84"
"59",""
"Female","48"
"Male","37"
"6",""
"Female","232"
"Male","260"
"60",""
"Female","162"
"Male","125"
"61",""
"Female","42"
"Male","54"
"62",""
"Female","69"
"Male","43"
"63",""
"Female","62"
"Male","44"
"64",""
"Female","47"
"Male","52"
"65",""
"Female","93"
"Male","76"
"66",""
"Female","61"
"Male","37"
"67",""
"Female","50"
"Male","71"
"68",""
"Female","68"
"Male","58"
"69",""
"Female","30"
"Male","32"
"7",""
"Female","256"
"Male","253"
"70",""
"Female","116"
"Male","83"
"71",""
"Female","26"
"Male","34"
"72",""
"Female","47"
"Male","48"
"73",""
"Female","35"
"Male","39"
"74",""
"Female","25"
"Male","23"
"75",""
"Female","52"
"Male","53"
"76",""
"Female","22"
"Male","29"
"77",""
"Female","29"
"Male","22"
"78",""
"Female","43"
"Male","35"
"79",""
"Female","12"
"Male","8"
"8",""
"Female","333"
"Male","301"
"80",""
"Female","36"
"Male","31"
"81",""
"Female","8"
"Male","10"
"82",""
"Female","13"
"Male","7"
"83",""
"Female","6"
"Male","10"
"84",""
"Female","11"
"Male","14"
"85",""
"Female","42"
"Male","36"
"9",""
"Female","270"
"Male","306"
