"Population by Educational Attainment","Number"
"Beginners",""
"Female","204"
"Male","196"
"Graduate and Equivalent",""
"Female","37"
"Male","170"
"Intermediate and Equivalent",""
"Female","273"
"Male","352"
"Level not Stated",""
"Female","16"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1229"
"Male","1427"
"Non Formal Education",""
"Female","362"
"Male","276"
"Others",""
"Female","8"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","54"
"Primary Education (1-5 Class)",""
"Female","2696"
"Male","3228"
"Secondary Level (Class 9-10)",""
"Female","561"
"Male","606"
"SLC and Equivalent",""
"Female","478"
"Male","554"
