"Population by Single Year of Age","Number"
"0",""
"Female","382"
"Male","415"
"1",""
"Female","304"
"Male","283"
"10",""
"Female","570"
"Male","557"
"11",""
"Female","409"
"Male","447"
"12",""
"Female","601"
"Male","597"
"13",""
"Female","497"
"Male","480"
"14",""
"Female","531"
"Male","499"
"15",""
"Female","426"
"Male","399"
"16",""
"Female","502"
"Male","373"
"17",""
"Female","334"
"Male","291"
"18",""
"Female","453"
"Male","471"
"19",""
"Female","280"
"Male","245"
"2",""
"Female","461"
"Male","429"
"20",""
"Female","382"
"Male","300"
"21",""
"Female","275"
"Male","256"
"22",""
"Female","290"
"Male","265"
"23",""
"Female","259"
"Male","211"
"24",""
"Female","287"
"Male","196"
"25",""
"Female","350"
"Male","271"
"26",""
"Female","279"
"Male","187"
"27",""
"Female","206"
"Male","180"
"28",""
"Female","293"
"Male","281"
"29",""
"Female","125"
"Male","116"
"3",""
"Female","439"
"Male","486"
"30",""
"Female","391"
"Male","240"
"31",""
"Female","120"
"Male","113"
"32",""
"Female","241"
"Male","198"
"33",""
"Female","131"
"Male","112"
"34",""
"Female","160"
"Male","115"
"35",""
"Female","334"
"Male","241"
"36",""
"Female","172"
"Male","145"
"37",""
"Female","99"
"Male","102"
"38",""
"Female","211"
"Male","160"
"39",""
"Female","103"
"Male","73"
"4",""
"Female","520"
"Male","529"
"40",""
"Female","406"
"Male","218"
"41",""
"Female","102"
"Male","89"
"42",""
"Female","141"
"Male","137"
"43",""
"Female","77"
"Male","94"
"44",""
"Female","78"
"Male","65"
"45",""
"Female","294"
"Male","177"
"46",""
"Female","95"
"Male","98"
"47",""
"Female","86"
"Male","79"
"48",""
"Female","156"
"Male","130"
"49",""
"Female","84"
"Male","54"
"5",""
"Female","474"
"Male","482"
"50",""
"Female","266"
"Male","161"
"51",""
"Female","77"
"Male","80"
"52",""
"Female","95"
"Male","104"
"53",""
"Female","65"
"Male","63"
"54",""
"Female","64"
"Male","66"
"55",""
"Female","189"
"Male","131"
"56",""
"Female","79"
"Male","74"
"57",""
"Female","56"
"Male","53"
"58",""
"Female","99"
"Male","104"
"59",""
"Female","55"
"Male","38"
"6",""
"Female","509"
"Male","526"
"60",""
"Female","331"
"Male","135"
"61",""
"Female","72"
"Male","65"
"62",""
"Female","90"
"Male","80"
"63",""
"Female","72"
"Male","37"
"64",""
"Female","71"
"Male","37"
"65",""
"Female","305"
"Male","128"
"66",""
"Female","55"
"Male","34"
"67",""
"Female","56"
"Male","47"
"68",""
"Female","82"
"Male","65"
"69",""
"Female","29"
"Male","22"
"7",""
"Female","482"
"Male","411"
"70",""
"Female","229"
"Male","117"
"71",""
"Female","48"
"Male","34"
"72",""
"Female","78"
"Male","51"
"73",""
"Female","30"
"Male","25"
"74",""
"Female","15"
"Male","18"
"75",""
"Female","145"
"Male","60"
"76",""
"Female","33"
"Male","24"
"77",""
"Female","21"
"Male","9"
"78",""
"Female","42"
"Male","46"
"79",""
"Female","16"
"Male","14"
"8",""
"Female","505"
"Male","508"
"80",""
"Female","70"
"Male","35"
"81",""
"Female","8"
"Male","13"
"82",""
"Female","16"
"Male","12"
"83",""
"Female","6"
"Male","9"
"84",""
"Female","2"
"Male","11"
"85",""
"Female","62"
"Male","35"
"9",""
"Female","380"
"Male","445"
