"Population by Educational Attainment","Number"
"Beginners",""
"Female","319"
"Male","371"
"","690"
"Graduate and Equivalent",""
"Female","139"
"Male","267"
"","406"
"Intermediate and Equivalent",""
"Female","478"
"Male","645"
"","1123"
"Level not Stated",""
"Female","152"
"Male","201"
"","353"
"Lower Secondary (Class 6-8)",""
"Female","2455"
"Male","2548"
"","5003"
"Non Formal Education",""
"Female","693"
"Male","972"
"","1665"
"Others",""
"Female","4"
"Male","11"
"","15"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","48"
"","68"
"Primary Education (1-5 Class)",""
"Female","4510"
"Male","5104"
"","9614"
"Secondary Level (Class 9-10)",""
"Female","1282"
"Male","1456"
"","2738"
"SLC and Equivalent",""
"Female","831"
"Male","1243"
"","2074"
