"Population by Educational Attainment","Number"
"Beginners",""
"Female","640"
"Male","691"
"","1331"
"Graduate and Equivalent",""
"Female","298"
"Male","599"
"","897"
"Intermediate and Equivalent",""
"Female","1147"
"Male","1270"
"","2417"
"Level not Stated",""
"Female","47"
"Male","40"
"","87"
"Lower Secondary (Class 6-8)",""
"Female","4301"
"Male","3837"
"","8138"
"Non Formal Education",""
"Female","1250"
"Male","1251"
"","2501"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","43"
"Male","184"
"","227"
"Primary Education (1-5 Class)",""
"Female","5824"
"Male","6115"
"","11939"
"Secondary Level (Class 9-10)",""
"Female","3576"
"Male","2964"
"","6540"
"SLC and Equivalent",""
"Female","2798"
"Male","2547"
"","5345"
