"Population by Educational Attainment","Number"
"Beginners",""
"Female","283"
"Male","360"
"","643"
"Graduate and Equivalent",""
"Female","98"
"Male","320"
"","418"
"Intermediate and Equivalent",""
"Female","398"
"Male","825"
"","1223"
"Level not Stated",""
"Female","138"
"Male","143"
"","281"
"Lower Secondary (Class 6-8)",""
"Female","1987"
"Male","2839"
"","4826"
"Non Formal Education",""
"Female","117"
"Male","151"
"","268"
"Others",""
"Female","9"
"Male","16"
"","25"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","75"
"","85"
"Primary Education (1-5 Class)",""
"Female","4416"
"Male","5328"
"","9744"
"Secondary Level (Class 9-10)",""
"Female","995"
"Male","1727"
"","2722"
"SLC and Equivalent",""
"Female","1026"
"Male","1767"
"","2793"
