"Population by Caste Ethinicity","Number"
"Amat",""
"Female","59"
"Male","64"
"","123"
"Badhaee",""
"Female","147"
"Male","112"
"","259"
"Bantar/Sardar",""
"Female","17"
"Male","14"
"","31"
"Baraee",""
"Female","308"
"Male","302"
"","610"
"Brahman - Hill",""
"Female","491"
"Male","471"
"","962"
"Brahman - Tarai",""
"Female","51"
"Male","54"
"","105"
"Chamar/ Harijan/ Ram",""
"Female","1455"
"Male","1313"
"","2768"
"Chamling",""
"Female","8"
"Male","4"
"","12"
"Chhetri",""
"Female","632"
"Male","594"
"","1226"
"Damai/Dholi",""
"Female","157"
"Male","157"
"","314"
"Danuwar",""
"Female","263"
"Male","264"
"","527"
"Dhanuk",""
"Female","289"
"Male","312"
"","601"
"Dhobi",""
"Female","131"
"Male","155"
"","286"
"Dhunia",""
"Female","19"
"Male","23"
"","42"
"Dom",""
"Female","50"
"Male","53"
"","103"
"Dusadh/ Pasawan/ Pasi",""
"Female","384"
"Male","383"
"","767"
"Gaderi/Bhedihar",""
"Female","72"
"Male","65"
"","137"
"Gharti/Bhujel",""
"Female","48"
"Male","48"
"","96"
"Hajam/Thakur",""
"Female","258"
"Male","249"
"","507"
"Halwai",""
"Female","212"
"Male","212"
"","424"
"Kalwar",""
"Female","45"
"Male","48"
"","93"
"Kami",""
"Female","266"
"Male","245"
"","511"
"Kathabaniyan",""
"Female","146"
"Male","135"
"","281"
"Kayastha",""
"Female","88"
"Male","71"
"","159"
"Kewat",""
"Female","226"
"Male","231"
"","457"
"Khatwe",""
"Female","604"
"Male","603"
"","1207"
"Koiri/Kushwaha",""
"Female","3458"
"Male","3608"
"","7066"
"Kumal",""
"Female","103"
"Male","107"
"","210"
"Kurmi",""
"Female","9"
"Male","9"
"","18"
"Limbu",""
"Female","72"
"Male","67"
"","139"
"Lohar",""
"Female","36"
"Male","28"
"","64"
"Magar",""
"Female","1199"
"Male","1152"
"","2351"
"Majhi",""
"Female","302"
"Male","219"
"","521"
"Mali",""
"Female","16"
"Male","14"
"","30"
"Mallaha",""
"Female","270"
"Male","261"
"","531"
"Musahar",""
"Female","1532"
"Male","1485"
"","3017"
"Musalman",""
"Female","345"
"Male","338"
"","683"
"Newar",""
"Female","261"
"Male","291"
"","552"
"Others",""
"Female","32"
"Male","14"
"","46"
"Rai",""
"Female","291"
"Male","272"
"","563"
"Rajbansi",""
"Female","9"
"Male","10"
"","19"
"Rajput",""
"Female","104"
"Male","96"
"","200"
"Sanyasi/Dasnami",""
"Female","39"
"Male","39"
"","78"
"Sarki",""
"Female","49"
"Male","59"
"","108"
"Sonar",""
"Female","178"
"Male","171"
"","349"
"Sudhi",""
"Female","151"
"Male","144"
"","295"
"Sunuwar",""
"Female","25"
"Male","23"
"","48"
"Tamang",""
"Female","1244"
"Male","1184"
"","2428"
"Tatma/Tatwa",""
"Female","215"
"Male","205"
"","420"
"Teli",""
"Female","1152"
"Male","1133"
"","2285"
"Terai Others",""
"Female","619"
"Male","549"
"","1168"
"Thakuri",""
"Female","260"
"Male","245"
"","505"
"Tharu",""
"Female","1851"
"Male","1741"
"","3592"
"Undefined Others",""
"Female","22"
"Male","24"
"","46"
"Yadav",""
"Female","3749"
"Male","3760"
"","7509"
