"Population by Educational Attainment","Number"
"Beginners",""
"Female","229"
"Male","236"
"Graduate and Equivalent",""
"Female","10"
"Male","45"
"Intermediate and Equivalent",""
"Female","44"
"Male","131"
"Level not Stated",""
"Female","3"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","238"
"Male","639"
"Non Formal Education",""
"Female","397"
"Male","138"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","1427"
"Male","2008"
"Secondary Level (Class 9-10)",""
"Female","95"
"Male","351"
"SLC and Equivalent",""
"Female","63"
"Male","210"
