"Population by Educational Attainment","Number"
"Beginners",""
"Female","503"
"Male","543"
"Graduate and Equivalent",""
"Female","57"
"Male","162"
"Intermediate and Equivalent",""
"Female","326"
"Male","481"
"Level not Stated",""
"Female","62"
"Male","53"
"Lower Secondary (Class 6-8)",""
"Female","3653"
"Male","3348"
"Non Formal Education",""
"Female","896"
"Male","478"
"Others",""
"Female","5"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","36"
"Primary Education (1-5 Class)",""
"Female","6579"
"Male","6573"
"Secondary Level (Class 9-10)",""
"Female","1371"
"Male","1536"
"SLC and Equivalent",""
"Female","754"
"Male","906"
