"Population by Educational Attainment","Number"
"Beginners",""
"Female","118"
"Male","132"
"","250"
"Graduate and Equivalent",""
"Female","34"
"Male","84"
"","118"
"Intermediate and Equivalent",""
"Female","187"
"Male","256"
"","443"
"Level not Stated",""
"Female","18"
"Male","11"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","1324"
"Male","1177"
"","2501"
"Non Formal Education",""
"Female","353"
"Male","223"
"","576"
"Others",""
"Female","2"
"Male","2"
"","4"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","25"
"","29"
"Primary Education (1-5 Class)",""
"Female","2104"
"Male","1900"
"","4004"
"Secondary Level (Class 9-10)",""
"Female","690"
"Male","689"
"","1379"
"SLC and Equivalent",""
"Female","360"
"Male","517"
"","877"
