"Population by Single Year of Age","Number"
"0",""
"Female","449"
"Male","398"
"1",""
"Female","414"
"Male","433"
"10",""
"Female","588"
"Male","618"
"11",""
"Female","435"
"Male","472"
"12",""
"Female","649"
"Male","641"
"13",""
"Female","518"
"Male","507"
"14",""
"Female","540"
"Male","490"
"15",""
"Female","483"
"Male","451"
"16",""
"Female","485"
"Male","429"
"17",""
"Female","339"
"Male","296"
"18",""
"Female","539"
"Male","466"
"19",""
"Female","271"
"Male","241"
"2",""
"Female","426"
"Male","473"
"20",""
"Female","472"
"Male","327"
"21",""
"Female","278"
"Male","191"
"22",""
"Female","370"
"Male","295"
"23",""
"Female","254"
"Male","187"
"24",""
"Female","285"
"Male","194"
"25",""
"Female","355"
"Male","211"
"26",""
"Female","297"
"Male","187"
"27",""
"Female","180"
"Male","177"
"28",""
"Female","299"
"Male","234"
"29",""
"Female","119"
"Male","99"
"3",""
"Female","479"
"Male","522"
"30",""
"Female","424"
"Male","274"
"31",""
"Female","122"
"Male","91"
"32",""
"Female","254"
"Male","203"
"33",""
"Female","172"
"Male","128"
"34",""
"Female","169"
"Male","141"
"35",""
"Female","421"
"Male","309"
"36",""
"Female","194"
"Male","145"
"37",""
"Female","107"
"Male","96"
"38",""
"Female","213"
"Male","183"
"39",""
"Female","91"
"Male","88"
"4",""
"Female","500"
"Male","500"
"40",""
"Female","374"
"Male","337"
"41",""
"Female","100"
"Male","101"
"42",""
"Female","137"
"Male","163"
"43",""
"Female","98"
"Male","88"
"44",""
"Female","83"
"Male","78"
"45",""
"Female","295"
"Male","261"
"46",""
"Female","92"
"Male","105"
"47",""
"Female","67"
"Male","72"
"48",""
"Female","123"
"Male","139"
"49",""
"Female","64"
"Male","50"
"5",""
"Female","515"
"Male","574"
"50",""
"Female","244"
"Male","198"
"51",""
"Female","51"
"Male","74"
"52",""
"Female","88"
"Male","110"
"53",""
"Female","47"
"Male","50"
"54",""
"Female","54"
"Male","64"
"55",""
"Female","180"
"Male","151"
"56",""
"Female","70"
"Male","104"
"57",""
"Female","55"
"Male","65"
"58",""
"Female","77"
"Male","71"
"59",""
"Female","43"
"Male","46"
"6",""
"Female","501"
"Male","527"
"60",""
"Female","184"
"Male","175"
"61",""
"Female","46"
"Male","69"
"62",""
"Female","72"
"Male","81"
"63",""
"Female","37"
"Male","59"
"64",""
"Female","39"
"Male","54"
"65",""
"Female","159"
"Male","93"
"66",""
"Female","37"
"Male","44"
"67",""
"Female","33"
"Male","31"
"68",""
"Female","43"
"Male","65"
"69",""
"Female","18"
"Male","19"
"7",""
"Female","497"
"Male","508"
"70",""
"Female","133"
"Male","76"
"71",""
"Female","22"
"Male","24"
"72",""
"Female","39"
"Male","36"
"73",""
"Female","10"
"Male","27"
"74",""
"Female","20"
"Male","19"
"75",""
"Female","76"
"Male","55"
"76",""
"Female","19"
"Male","20"
"77",""
"Female","16"
"Male","14"
"78",""
"Female","26"
"Male","28"
"79",""
"Female","4"
"Male","9"
"8",""
"Female","553"
"Male","639"
"80",""
"Female","47"
"Male","31"
"81",""
"Female","6"
"Male","12"
"82",""
"Female","9"
"Male","13"
"83",""
"Female","1"
"Male","7"
"84",""
"Female","7"
"Male","11"
"85",""
"Female","37"
"Male","42"
"9",""
"Female","461"
"Male","444"
