"Population by Educational Attainment","Number"
"Beginners",""
"Female","562"
"Male","647"
"Graduate and Equivalent",""
"Female","26"
"Male","133"
"Intermediate and Equivalent",""
"Female","250"
"Male","480"
"Level not Stated",""
"Female","52"
"Male","88"
"Lower Secondary (Class 6-8)",""
"Female","2083"
"Male","2656"
"Non Formal Education",""
"Female","271"
"Male","214"
"Others",""
"Female","4"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","4822"
"Male","5469"
"Secondary Level (Class 9-10)",""
"Female","792"
"Male","1307"
"SLC and Equivalent",""
"Female","305"
"Male","641"
