"Population by Single Year of Age","Number"
"0",""
"Female","207"
"Male","220"
"1",""
"Female","208"
"Male","220"
"10",""
"Female","334"
"Male","337"
"11",""
"Female","319"
"Male","300"
"12",""
"Female","333"
"Male","386"
"13",""
"Female","340"
"Male","311"
"14",""
"Female","350"
"Male","303"
"15",""
"Female","318"
"Male","251"
"16",""
"Female","284"
"Male","254"
"17",""
"Female","293"
"Male","237"
"18",""
"Female","344"
"Male","210"
"19",""
"Female","258"
"Male","117"
"2",""
"Female","227"
"Male","229"
"20",""
"Female","195"
"Male","116"
"21",""
"Female","221"
"Male","85"
"22",""
"Female","255"
"Male","103"
"23",""
"Female","197"
"Male","72"
"24",""
"Female","188"
"Male","92"
"25",""
"Female","188"
"Male","66"
"26",""
"Female","186"
"Male","57"
"27",""
"Female","157"
"Male","59"
"28",""
"Female","183"
"Male","80"
"29",""
"Female","113"
"Male","46"
"3",""
"Female","240"
"Male","290"
"30",""
"Female","225"
"Male","79"
"31",""
"Female","90"
"Male","45"
"32",""
"Female","160"
"Male","67"
"33",""
"Female","124"
"Male","64"
"34",""
"Female","117"
"Male","55"
"35",""
"Female","208"
"Male","97"
"36",""
"Female","142"
"Male","57"
"37",""
"Female","79"
"Male","53"
"38",""
"Female","130"
"Male","75"
"39",""
"Female","82"
"Male","70"
"4",""
"Female","270"
"Male","300"
"40",""
"Female","198"
"Male","109"
"41",""
"Female","67"
"Male","49"
"42",""
"Female","129"
"Male","66"
"43",""
"Female","87"
"Male","54"
"44",""
"Female","80"
"Male","65"
"45",""
"Female","158"
"Male","108"
"46",""
"Female","99"
"Male","64"
"47",""
"Female","82"
"Male","72"
"48",""
"Female","130"
"Male","92"
"49",""
"Female","78"
"Male","57"
"5",""
"Female","260"
"Male","267"
"50",""
"Female","140"
"Male","141"
"51",""
"Female","91"
"Male","70"
"52",""
"Female","110"
"Male","105"
"53",""
"Female","72"
"Male","81"
"54",""
"Female","66"
"Male","66"
"55",""
"Female","106"
"Male","103"
"56",""
"Female","83"
"Male","77"
"57",""
"Female","80"
"Male","79"
"58",""
"Female","65"
"Male","84"
"59",""
"Female","58"
"Male","64"
"6",""
"Female","243"
"Male","309"
"60",""
"Female","138"
"Male","85"
"61",""
"Female","81"
"Male","77"
"62",""
"Female","75"
"Male","76"
"63",""
"Female","72"
"Male","55"
"64",""
"Female","60"
"Male","52"
"65",""
"Female","85"
"Male","65"
"66",""
"Female","43"
"Male","33"
"67",""
"Female","52"
"Male","55"
"68",""
"Female","82"
"Male","79"
"69",""
"Female","25"
"Male","37"
"7",""
"Female","318"
"Male","273"
"70",""
"Female","69"
"Male","73"
"71",""
"Female","45"
"Male","38"
"72",""
"Female","47"
"Male","42"
"73",""
"Female","23"
"Male","41"
"74",""
"Female","18"
"Male","28"
"75",""
"Female","32"
"Male","39"
"76",""
"Female","18"
"Male","26"
"77",""
"Female","16"
"Male","25"
"78",""
"Female","32"
"Male","38"
"79",""
"Female","25"
"Male","18"
"8",""
"Female","302"
"Male","321"
"80",""
"Female","24"
"Male","26"
"81",""
"Female","22"
"Male","24"
"82",""
"Female","15"
"Male","18"
"83",""
"Female","10"
"Male","15"
"84",""
"Female","5"
"Male","13"
"85",""
"Female","46"
"Male","54"
"9",""
"Female","300"
"Male","291"
