"Population by Educational Attainment","Number"
"Beginners",""
"Female","365"
"Male","497"
"","862"
"Graduate and Equivalent",""
"Female","126"
"Male","380"
"","506"
"Intermediate and Equivalent",""
"Female","486"
"Male","718"
"","1204"
"Level not Stated",""
"Female","53"
"Male","74"
"","127"
"Lower Secondary (Class 6-8)",""
"Female","1849"
"Male","2766"
"","4615"
"Non Formal Education",""
"Female","188"
"Male","291"
"","479"
"Others",""
"Female","37"
"Male","28"
"","65"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","77"
"","88"
"Primary Education (1-5 Class)",""
"Female","4453"
"Male","5299"
"","9752"
"Secondary Level (Class 9-10)",""
"Female","908"
"Male","1468"
"","2376"
"SLC and Equivalent",""
"Female","853"
"Male","1539"
"","2392"
