"Population by disability type","Number"
"Blind/low vision",""
"Female","62"
"Male","75"
"","137"
"Deaf/hard of hearing",""
"Female","37"
"Male","33"
"","70"
"Deaf-Blind",""
"Female","3"
"Male","6"
"","9"
"Intellectual disable",""
"Female","7"
"Male","9"
"","16"
"Mental disable",""
"Female","15"
"Male","26"
"","41"
"Multiple disable",""
"Female","6"
"Male","12"
"","18"
"No disability",""
"Female","23798"
"Male","20965"
"","44763"
"Physical",""
"Female","106"
"Male","143"
"","249"
"Speech problem",""
"Female","26"
"Male","39"
"","65"
