"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","20"
"Bangali",""
"Female","72"
"Male","68"
"Bantaba",""
"Female","14"
"Male","12"
"Brahman - Hill",""
"Female","8750"
"Male","7773"
"Brahman - Tarai",""
"Female","102"
"Male","107"
"Chamar/ Harijan/ Ram",""
"Female","7"
"Male","11"
"Chamling",""
"Female","15"
"Male","12"
"Chhetri",""
"Female","6455"
"Male","5574"
"Damai/Dholi",""
"Female","1015"
"Male","859"
"Danuwar",""
"Female","648"
"Male","618"
"Dev",""
"Female","6"
"Male","7"
"Dhanuk",""
"Female","122"
"Male","119"
"Dhimal",""
"Female","296"
"Male","255"
"Gharti/Bhujel",""
"Female","320"
"Male","257"
"Gurung",""
"Female","197"
"Male","175"
"Hajam/Thakur",""
"Female","31"
"Male","32"
"Halwai",""
"Female","64"
"Male","62"
"Jhangad/ Dhagar",""
"Female","23"
"Male","21"
"Kami",""
"Female","1575"
"Male","1391"
"Kanu",""
"Female","4"
"Male","7"
"Kathabaniyan",""
"Female","19"
"Male","21"
"Kayastha",""
"Female","14"
"Male","9"
"Khawas",""
"Female","32"
"Male","22"
"Kisan",""
"Female","10"
"Male","14"
"Koiri/Kushwaha",""
"Female","13"
"Male","11"
"Kulung",""
"Female","7"
"Male","9"
"Kumal",""
"Female","162"
"Male","181"
"Kurmi",""
"Female","19"
"Male","21"
"Lepcha",""
"Female","15"
"Male","10"
"Limbu",""
"Female","1982"
"Male","1761"
"Magar",""
"Female","1075"
"Male","947"
"Majhi",""
"Female","107"
"Male","97"
"Mallaha",""
"Female","9"
"Male","14"
"Marwadi",""
"Female","53"
"Male","55"
"Meche",""
"Female","112"
"Male","107"
"Munda",""
"Female","22"
"Male","29"
"Musahar",""
"Female","72"
"Male","55"
"Musalman",""
"Female","312"
"Male","327"
"Newar",""
"Female","929"
"Male","829"
"Nuniya",""
"Female","7"
"Male","10"
"Others",""
"Female","61"
"Male","58"
"Rai",""
"Female","1690"
"Male","1555"
"Rajbansi",""
"Female","784"
"Male","772"
"Rajput",""
"Female","4"
"Male","10"
"Samgpang",""
"Female","11"
"Male","14"
"Sanyasi/Dasnami",""
"Female","939"
"Male","789"
"Sarki",""
"Female","487"
"Male","451"
"Satar/ Santhal",""
"Female","315"
"Male","319"
"Sherpa",""
"Female","27"
"Male","15"
"Sonar",""
"Female","10"
"Male","7"
"Sunuwar",""
"Female","60"
"Male","46"
"Tajpuriya",""
"Female","11"
"Male","7"
"Tamang",""
"Female","1381"
"Male","1226"
"Teli",""
"Female","118"
"Male","149"
"Terai Others",""
"Female","236"
"Male","225"
"Thakuri",""
"Female","24"
"Male","16"
"Tharu",""
"Female","815"
"Male","745"
"Thulung",""
"Female","10"
"Male","8"
"Undefined Others",""
"Female","50"
"Male","32"
"Yadav",""
"Female","38"
"Male","54"
"Yakkha",""
"Female","13"
"Male","18"
