"Population by Educational Attainment","Number"
"Beginners",""
"Female","750"
"Male","804"
"Graduate and Equivalent",""
"Female","253"
"Male","630"
"Intermediate and Equivalent",""
"Female","1081"
"Male","1434"
"Level not Stated",""
"Female","17"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","4954"
"Male","4716"
"Non Formal Education",""
"Female","1220"
"Male","1249"
"Others",""
"Female","6"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","48"
"Male","175"
"Primary Education (1-5 Class)",""
"Female","6512"
"Male","7104"
"Secondary Level (Class 9-10)",""
"Female","3744"
"Male","3191"
"SLC and Equivalent",""
"Female","2614"
"Male","2620"
