"Population by Educational Attainment","Number"
"Beginners",""
"Female","406"
"Male","514"
"","920"
"Graduate and Equivalent",""
"Female","101"
"Male","165"
"","266"
"Intermediate and Equivalent",""
"Female","416"
"Male","478"
"","894"
"Level not Stated",""
"Female","63"
"Male","52"
"","115"
"Lower Secondary (Class 6-8)",""
"Female","2951"
"Male","2600"
"","5551"
"Non Formal Education",""
"Female","511"
"Male","282"
"","793"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","48"
"","70"
"Primary Education (1-5 Class)",""
"Female","4554"
"Male","4697"
"","9251"
"Secondary Level (Class 9-10)",""
"Female","1606"
"Male","1419"
"","3025"
"SLC and Equivalent",""
"Female","916"
"Male","936"
"","1852"
