"Population by disability type","Number"
"Blind/low vision",""
"Female","43"
"Male","35"
"","78"
"Deaf/hard of hearing",""
"Female","46"
"Male","42"
"","88"
"Deaf-Blind",""
"Female","2"
"Male","0"
"","2"
"Intellectual disable",""
"Female","2"
"Male","1"
"","3"
"Mental disable",""
"Female","6"
"Male","4"
"","10"
"Multiple disable",""
"Female","5"
"Male","8"
"","13"
"No disability",""
"Female","6559"
"Male","6641"
"","13200"
"Physical",""
"Female","55"
"Male","99"
"","154"
"Speech problem",""
"Female","23"
"Male","36"
"","59"
