"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","129"
"Graduate and Equivalent",""
"Female","12"
"Male","52"
"Intermediate and Equivalent",""
"Female","71"
"Male","123"
"Level not Stated",""
"Female","11"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","1155"
"Male","1266"
"Non Formal Education",""
"Female","185"
"Male","110"
"Others",""
"Female","5"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","2630"
"Male","3151"
"Secondary Level (Class 9-10)",""
"Female","506"
"Male","651"
"SLC and Equivalent",""
"Female","319"
"Male","445"
