"Population by Single Year of Age","Number"
"0",""
"Female","175"
"Male","157"
"1",""
"Female","174"
"Male","144"
"10",""
"Female","250"
"Male","245"
"11",""
"Female","217"
"Male","211"
"12",""
"Female","243"
"Male","252"
"13",""
"Female","238"
"Male","214"
"14",""
"Female","215"
"Male","240"
"15",""
"Female","235"
"Male","216"
"16",""
"Female","262"
"Male","221"
"17",""
"Female","223"
"Male","256"
"18",""
"Female","270"
"Male","261"
"19",""
"Female","195"
"Male","151"
"2",""
"Female","111"
"Male","117"
"20",""
"Female","184"
"Male","132"
"21",""
"Female","163"
"Male","132"
"22",""
"Female","227"
"Male","128"
"23",""
"Female","165"
"Male","93"
"24",""
"Female","147"
"Male","77"
"25",""
"Female","215"
"Male","81"
"26",""
"Female","138"
"Male","80"
"27",""
"Female","121"
"Male","78"
"28",""
"Female","135"
"Male","104"
"29",""
"Female","93"
"Male","71"
"3",""
"Female","157"
"Male","159"
"30",""
"Female","171"
"Male","93"
"31",""
"Female","71"
"Male","60"
"32",""
"Female","106"
"Male","95"
"33",""
"Female","79"
"Male","61"
"34",""
"Female","81"
"Male","49"
"35",""
"Female","157"
"Male","93"
"36",""
"Female","95"
"Male","60"
"37",""
"Female","92"
"Male","59"
"38",""
"Female","116"
"Male","71"
"39",""
"Female","75"
"Male","59"
"4",""
"Female","168"
"Male","188"
"40",""
"Female","180"
"Male","125"
"41",""
"Female","78"
"Male","64"
"42",""
"Female","103"
"Male","77"
"43",""
"Female","97"
"Male","69"
"44",""
"Female","77"
"Male","52"
"45",""
"Female","123"
"Male","84"
"46",""
"Female","93"
"Male","76"
"47",""
"Female","92"
"Male","83"
"48",""
"Female","87"
"Male","71"
"49",""
"Female","69"
"Male","65"
"5",""
"Female","198"
"Male","204"
"50",""
"Female","150"
"Male","127"
"51",""
"Female","76"
"Male","45"
"52",""
"Female","80"
"Male","88"
"53",""
"Female","82"
"Male","59"
"54",""
"Female","63"
"Male","50"
"55",""
"Female","89"
"Male","95"
"56",""
"Female","69"
"Male","66"
"57",""
"Female","64"
"Male","66"
"58",""
"Female","63"
"Male","59"
"59",""
"Female","64"
"Male","53"
"6",""
"Female","205"
"Male","196"
"60",""
"Female","102"
"Male","113"
"61",""
"Female","65"
"Male","41"
"62",""
"Female","62"
"Male","59"
"63",""
"Female","41"
"Male","38"
"64",""
"Female","41"
"Male","37"
"65",""
"Female","65"
"Male","52"
"66",""
"Female","47"
"Male","37"
"67",""
"Female","38"
"Male","32"
"68",""
"Female","64"
"Male","55"
"69",""
"Female","31"
"Male","32"
"7",""
"Female","185"
"Male","212"
"70",""
"Female","52"
"Male","59"
"71",""
"Female","32"
"Male","31"
"72",""
"Female","36"
"Male","37"
"73",""
"Female","23"
"Male","34"
"74",""
"Female","31"
"Male","26"
"75",""
"Female","51"
"Male","25"
"76",""
"Female","13"
"Male","14"
"77",""
"Female","29"
"Male","19"
"78",""
"Female","36"
"Male","36"
"79",""
"Female","10"
"Male","16"
"8",""
"Female","232"
"Male","199"
"80",""
"Female","30"
"Male","31"
"81",""
"Female","9"
"Male","11"
"82",""
"Female","17"
"Male","15"
"83",""
"Female","10"
"Male","13"
"84",""
"Female","11"
"Male","14"
"85",""
"Female","57"
"Male","52"
"9",""
"Female","193"
"Male","199"
