"Population by Educational Attainment","Number"
"Beginners",""
"Female","196"
"Male","215"
"","411"
"Graduate and Equivalent",""
"Female","10"
"Male","37"
"","47"
"Intermediate and Equivalent",""
"Female","73"
"Male","226"
"","299"
"Level not Stated",""
"Female","6"
"Male","3"
"","9"
"Lower Secondary (Class 6-8)",""
"Female","672"
"Male","900"
"","1572"
"Non Formal Education",""
"Female","88"
"Male","102"
"","190"
"Others",""
"Female","7"
"Male","15"
"","22"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"","10"
"Primary Education (1-5 Class)",""
"Female","1861"
"Male","2281"
"","4142"
"Secondary Level (Class 9-10)",""
"Female","245"
"Male","410"
"","655"
"SLC and Equivalent",""
"Female","212"
"Male","481"
"","693"
