"Population by Single Year of Age","Number"
"0",""
"Female","141"
"Male","182"
"1",""
"Female","126"
"Male","158"
"10",""
"Female","383"
"Male","400"
"11",""
"Female","147"
"Male","148"
"12",""
"Female","286"
"Male","326"
"13",""
"Female","200"
"Male","204"
"14",""
"Female","196"
"Male","195"
"15",""
"Female","206"
"Male","226"
"16",""
"Female","205"
"Male","163"
"17",""
"Female","108"
"Male","113"
"18",""
"Female","189"
"Male","187"
"19",""
"Female","86"
"Male","83"
"2",""
"Female","219"
"Male","216"
"20",""
"Female","287"
"Male","212"
"21",""
"Female","88"
"Male","75"
"22",""
"Female","160"
"Male","181"
"23",""
"Female","148"
"Male","84"
"24",""
"Female","163"
"Male","88"
"25",""
"Female","287"
"Male","287"
"26",""
"Female","115"
"Male","90"
"27",""
"Female","100"
"Male","104"
"28",""
"Female","261"
"Male","163"
"29",""
"Female","69"
"Male","58"
"3",""
"Female","233"
"Male","245"
"30",""
"Female","342"
"Male","283"
"31",""
"Female","32"
"Male","32"
"32",""
"Female","150"
"Male","141"
"33",""
"Female","132"
"Male","44"
"34",""
"Female","94"
"Male","59"
"35",""
"Female","260"
"Male","345"
"36",""
"Female","68"
"Male","86"
"37",""
"Female","35"
"Male","46"
"38",""
"Female","179"
"Male","95"
"39",""
"Female","33"
"Male","31"
"4",""
"Female","282"
"Male","244"
"40",""
"Female","258"
"Male","298"
"41",""
"Female","28"
"Male","30"
"42",""
"Female","69"
"Male","74"
"43",""
"Female","60"
"Male","31"
"44",""
"Female","56"
"Male","29"
"45",""
"Female","202"
"Male","264"
"46",""
"Female","35"
"Male","29"
"47",""
"Female","28"
"Male","32"
"48",""
"Female","114"
"Male","54"
"49",""
"Female","28"
"Male","20"
"5",""
"Female","301"
"Male","317"
"50",""
"Female","160"
"Male","269"
"51",""
"Female","18"
"Male","20"
"52",""
"Female","34"
"Male","41"
"53",""
"Female","40"
"Male","11"
"54",""
"Female","24"
"Male","15"
"55",""
"Female","160"
"Male","181"
"56",""
"Female","24"
"Male","16"
"57",""
"Female","17"
"Male","15"
"58",""
"Female","64"
"Male","48"
"59",""
"Female","22"
"Male","15"
"6",""
"Female","274"
"Male","277"
"60",""
"Female","168"
"Male","194"
"61",""
"Female","21"
"Male","17"
"62",""
"Female","39"
"Male","39"
"63",""
"Female","41"
"Male","10"
"64",""
"Female","15"
"Male","13"
"65",""
"Female","162"
"Male","143"
"66",""
"Female","11"
"Male","11"
"67",""
"Female","14"
"Male","14"
"68",""
"Female","37"
"Male","32"
"69",""
"Female","16"
"Male","14"
"7",""
"Female","293"
"Male","283"
"70",""
"Female","120"
"Male","131"
"71",""
"Female","11"
"Male","9"
"72",""
"Female","13"
"Male","27"
"73",""
"Female","16"
"Male","5"
"74",""
"Female","7"
"Male","3"
"75",""
"Female","46"
"Male","65"
"76",""
"Female","2"
"Male","3"
"77",""
"Female","1"
"Male","3"
"78",""
"Female","5"
"Male","5"
"79",""
"Female","3"
"Male","3"
"8",""
"Female","391"
"Male","371"
"80",""
"Female","15"
"Male","21"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","2"
"Male","2"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","21"
"Male","26"
"9",""
"Female","206"
"Male","225"
