"Population by Educational Attainment","Number"
"Beginners",""
"Female","108"
"Male","137"
"Graduate and Equivalent",""
"Female","21"
"Male","117"
"Intermediate and Equivalent",""
"Female","107"
"Male","313"
"Level not Stated",""
"Female","16"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","553"
"Male","976"
"Non Formal Education",""
"Female","11"
"Male","41"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","1619"
"Male","2146"
"Secondary Level (Class 9-10)",""
"Female","224"
"Male","520"
"SLC and Equivalent",""
"Female","214"
"Male","484"
