"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","324"
"Male","296"
"Baraee",""
"Female","3"
"Male","21"
"Brahman - Hill",""
"Female","9306"
"Male","7935"
"Chhetri",""
"Female","9101"
"Male","7706"
"Dalit Others",""
"Female","1341"
"Male","1072"
"Damai/Dholi",""
"Female","1113"
"Male","882"
"Foreigner",""
"Female","5"
"Male","6"
"Gharti/Bhujel",""
"Female","8"
"Male","9"
"Gurung",""
"Female","58"
"Male","47"
"Hajam/Thakur",""
"Female","31"
"Male","26"
"Halwai",""
"Female","42"
"Male","47"
"Kami",""
"Female","3445"
"Male","2920"
"Kathabaniyan",""
"Female","7"
"Male","6"
"Kumal",""
"Female","7"
"Male","10"
"Limbu",""
"Female","38"
"Male","26"
"Lohar",""
"Female","269"
"Male","229"
"Magar",""
"Female","1327"
"Male","1169"
"Musalman",""
"Female","142"
"Male","136"
"Newar",""
"Female","59"
"Male","47"
"Others",""
"Female","42"
"Male","26"
"Rai",""
"Female","13"
"Male","19"
"Rajbansi",""
"Female","39"
"Male","43"
"Rajput",""
"Female","4"
"Male","15"
"Sanyasi/Dasnami",""
"Female","371"
"Male","366"
"Sarki",""
"Female","261"
"Male","244"
"Sherpa",""
"Female","12"
"Male","14"
"Tamang",""
"Female","38"
"Male","32"
"Terai Others",""
"Female","23"
"Male","24"
"Thakuri",""
"Female","1594"
"Male","1400"
"Tharu",""
"Female","10994"
"Male","10635"
