"Population by Educational Attainment","Number"
"Beginners",""
"Female","297"
"Male","402"
"","699"
"Graduate and Equivalent",""
"Female","138"
"Male","406"
"","544"
"Intermediate and Equivalent",""
"Female","331"
"Male","674"
"","1005"
"Level not Stated",""
"Female","113"
"Male","225"
"","338"
"Lower Secondary (Class 6-8)",""
"Female","1656"
"Male","2359"
"","4015"
"Non Formal Education",""
"Female","75"
"Male","103"
"","178"
"Others",""
"Female","3"
"Male","7"
"","10"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","77"
"","89"
"Primary Education (1-5 Class)",""
"Female","3357"
"Male","4225"
"","7582"
"Secondary Level (Class 9-10)",""
"Female","731"
"Male","1397"
"","2128"
"SLC and Equivalent",""
"Female","726"
"Male","1377"
"","2103"
