"Population by Educational Attainment","Number"
"Beginners",""
"Female","403"
"Male","462"
"Graduate and Equivalent",""
"Female","57"
"Male","110"
"Intermediate and Equivalent",""
"Female","247"
"Male","259"
"Level not Stated",""
"Female","8"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","2068"
"Male","1458"
"Non Formal Education",""
"Female","449"
"Male","657"
"Others",""
"Female","4"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","40"
"Primary Education (1-5 Class)",""
"Female","3408"
"Male","2942"
"Secondary Level (Class 9-10)",""
"Female","1215"
"Male","794"
"SLC and Equivalent",""
"Female","1324"
"Male","917"
