"Population by Single Year of Age","Number"
"0",""
"Female","183"
"Male","243"
"1",""
"Female","189"
"Male","233"
"10",""
"Female","384"
"Male","338"
"11",""
"Female","346"
"Male","342"
"12",""
"Female","423"
"Male","402"
"13",""
"Female","401"
"Male","357"
"14",""
"Female","349"
"Male","289"
"15",""
"Female","435"
"Male","293"
"16",""
"Female","357"
"Male","276"
"17",""
"Female","344"
"Male","241"
"18",""
"Female","386"
"Male","210"
"19",""
"Female","282"
"Male","112"
"2",""
"Female","235"
"Male","248"
"20",""
"Female","257"
"Male","120"
"21",""
"Female","260"
"Male","94"
"22",""
"Female","296"
"Male","86"
"23",""
"Female","232"
"Male","69"
"24",""
"Female","246"
"Male","66"
"25",""
"Female","276"
"Male","83"
"26",""
"Female","204"
"Male","66"
"27",""
"Female","188"
"Male","73"
"28",""
"Female","206"
"Male","57"
"29",""
"Female","121"
"Male","58"
"3",""
"Female","242"
"Male","256"
"30",""
"Female","253"
"Male","78"
"31",""
"Female","117"
"Male","46"
"32",""
"Female","181"
"Male","68"
"33",""
"Female","141"
"Male","54"
"34",""
"Female","123"
"Male","50"
"35",""
"Female","306"
"Male","101"
"36",""
"Female","143"
"Male","52"
"37",""
"Female","135"
"Male","50"
"38",""
"Female","184"
"Male","85"
"39",""
"Female","141"
"Male","53"
"4",""
"Female","250"
"Male","291"
"40",""
"Female","310"
"Male","124"
"41",""
"Female","120"
"Male","62"
"42",""
"Female","177"
"Male","85"
"43",""
"Female","134"
"Male","64"
"44",""
"Female","100"
"Male","50"
"45",""
"Female","249"
"Male","106"
"46",""
"Female","115"
"Male","64"
"47",""
"Female","122"
"Male","70"
"48",""
"Female","163"
"Male","86"
"49",""
"Female","124"
"Male","74"
"5",""
"Female","294"
"Male","305"
"50",""
"Female","294"
"Male","164"
"51",""
"Female","128"
"Male","88"
"52",""
"Female","138"
"Male","100"
"53",""
"Female","98"
"Male","71"
"54",""
"Female","110"
"Male","72"
"55",""
"Female","175"
"Male","132"
"56",""
"Female","120"
"Male","83"
"57",""
"Female","85"
"Male","69"
"58",""
"Female","100"
"Male","95"
"59",""
"Female","77"
"Male","60"
"6",""
"Female","269"
"Male","279"
"60",""
"Female","194"
"Male","145"
"61",""
"Female","95"
"Male","95"
"62",""
"Female","114"
"Male","81"
"63",""
"Female","82"
"Male","58"
"64",""
"Female","59"
"Male","60"
"65",""
"Female","172"
"Male","99"
"66",""
"Female","64"
"Male","51"
"67",""
"Female","104"
"Male","90"
"68",""
"Female","81"
"Male","102"
"69",""
"Female","52"
"Male","45"
"7",""
"Female","310"
"Male","323"
"70",""
"Female","137"
"Male","113"
"71",""
"Female","54"
"Male","59"
"72",""
"Female","52"
"Male","77"
"73",""
"Female","40"
"Male","41"
"74",""
"Female","30"
"Male","39"
"75",""
"Female","73"
"Male","72"
"76",""
"Female","42"
"Male","43"
"77",""
"Female","36"
"Male","43"
"78",""
"Female","46"
"Male","45"
"79",""
"Female","31"
"Male","37"
"8",""
"Female","271"
"Male","353"
"80",""
"Female","46"
"Male","36"
"81",""
"Female","23"
"Male","25"
"82",""
"Female","18"
"Male","23"
"83",""
"Female","22"
"Male","23"
"84",""
"Female","25"
"Male","17"
"85",""
"Female","79"
"Male","77"
"9",""
"Female","294"
"Male","264"
