"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","268"
"Male","247"
"Brahman - Hill",""
"Female","3077"
"Male","2845"
"Brahman - Tarai",""
"Female","4"
"Male","11"
"Chhetri",""
"Female","43722"
"Male","39439"
"Dalit Others",""
"Female","50"
"Male","47"
"Damai/Dholi",""
"Female","3081"
"Male","2688"
"Gaine",""
"Female","24"
"Male","20"
"Gurung",""
"Female","30"
"Male","22"
"Kami",""
"Female","12514"
"Male","11213"
"Kumal",""
"Female","18"
"Male","13"
"Lohar",""
"Female","5"
"Male","6"
"Magar",""
"Female","11924"
"Male","10691"
"Musalman",""
"Female","52"
"Male","53"
"Newar",""
"Female","63"
"Male","67"
"Others",""
"Female","111"
"Male","100"
"Sanyasi/Dasnami",""
"Female","639"
"Male","584"
"Sarki",""
"Female","1409"
"Male","1348"
"Sonar",""
"Female","25"
"Male","21"
"Tamang",""
"Female","10"
"Male","26"
"Terai Others",""
"Female","44"
"Male","53"
"Thakali",""
"Female","23"
"Male","11"
"Thakuri",""
"Female","4055"
"Male","3595"
"Tharu",""
"Female","5"
"Male","19"
