"Population by Educational Attainment","Number"
"Beginners",""
"Female","1927"
"Male","1969"
"Graduate and Equivalent",""
"Female","378"
"Male","1017"
"Intermediate and Equivalent",""
"Female","1500"
"Male","2514"
"Level not Stated",""
"Female","141"
"Male","139"
"Lower Secondary (Class 6-8)",""
"Female","8407"
"Male","9858"
"Non Formal Education",""
"Female","2110"
"Male","1397"
"Others",""
"Female","15"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","56"
"Male","271"
"Primary Education (1-5 Class)",""
"Female","20505"
"Male","22084"
"Secondary Level (Class 9-10)",""
"Female","4259"
"Male","5303"
"SLC and Equivalent",""
"Female","2618"
"Male","3279"
