"Population by Educational Attainment","Number"
"Beginners",""
"Female","229"
"Male","238"
"Graduate and Equivalent",""
"Female","44"
"Male","88"
"Intermediate and Equivalent",""
"Female","222"
"Male","240"
"Level not Stated",""
"Female","26"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","1461"
"Male","1443"
"Non Formal Education",""
"Female","917"
"Male","905"
"Others",""
"Female","4"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","2817"
"Male","3132"
"Secondary Level (Class 9-10)",""
"Female","596"
"Male","640"
"SLC and Equivalent",""
"Female","356"
"Male","477"
