"Population by disability type","Number"
"Blind/low vision",""
"Female","52"
"Male","37"
"","89"
"Deaf/hard of hearing",""
"Female","11"
"Male","24"
"","35"
"Deaf-Blind",""
"Female","2"
"Male","3"
"","5"
"Intellectual disable",""
"Female","5"
"Male","4"
"","9"
"Mental disable",""
"Female","12"
"Male","17"
"","29"
"Multiple disable",""
"Female","18"
"Male","18"
"","36"
"No disability",""
"Female","18384"
"Male","18465"
"","36849"
"Physical",""
"Female","35"
"Male","65"
"","100"
"Speech problem",""
"Female","11"
"Male","12"
"","23"
