"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","66"
"Male","69"
"","135"
"Bangali",""
"Female","103"
"Male","122"
"","225"
"Baraee",""
"Female","101"
"Male","89"
"","190"
"Brahman - Hill",""
"Female","309"
"Male","329"
"","638"
"Brahman - Tarai",""
"Female","133"
"Male","154"
"","287"
"Chamar/ Harijan/ Ram",""
"Female","2168"
"Male","2220"
"","4388"
"Chhetri",""
"Female","611"
"Male","595"
"","1206"
"Damai/Dholi",""
"Female","25"
"Male","35"
"","60"
"Dhankar/ Dharikar",""
"Female","8"
"Male","10"
"","18"
"Dhobi",""
"Female","956"
"Male","929"
"","1885"
"Dhunia",""
"Female","328"
"Male","312"
"","640"
"Dusadh/ Pasawan/ Pasi",""
"Female","387"
"Male","428"
"","815"
"Gaderi/Bhedihar",""
"Female","45"
"Male","43"
"","88"
"Gharti/Bhujel",""
"Female","110"
"Male","126"
"","236"
"Hajam/Thakur",""
"Female","377"
"Male","379"
"","756"
"Halwai",""
"Female","17"
"Male","25"
"","42"
"Kahar",""
"Female","821"
"Male","790"
"","1611"
"Kalwar",""
"Female","134"
"Male","150"
"","284"
"Kami",""
"Female","80"
"Male","74"
"","154"
"Kathabaniyan",""
"Female","424"
"Male","449"
"","873"
"Kewat",""
"Female","760"
"Male","772"
"","1532"
"Khawas",""
"Female","43"
"Male","38"
"","81"
"Koiri/Kushwaha",""
"Female","216"
"Male","234"
"","450"
"Kurmi",""
"Female","505"
"Male","544"
"","1049"
"Lodh",""
"Female","26"
"Male","33"
"","59"
"Lohar",""
"Female","122"
"Male","137"
"","259"
"Magar",""
"Female","126"
"Male","164"
"","290"
"Majhi",""
"Female","26"
"Male","22"
"","48"
"Mali",""
"Female","6"
"Male","6"
"","12"
"Mallaha",""
"Female","240"
"Male","275"
"","515"
"Musalman",""
"Female","3688"
"Male","3485"
"","7173"
"Newar",""
"Female","51"
"Male","46"
"","97"
"Others",""
"Female","51"
"Male","46"
"","97"
"Pattharkatta/ Kushwadiya",""
"Female","13"
"Male","20"
"","33"
"Rajbhar",""
"Female","24"
"Male","26"
"","50"
"Sanyasi/Dasnami",""
"Female","112"
"Male","101"
"","213"
"Sonar",""
"Female","10"
"Male","13"
"","23"
"Teli",""
"Female","478"
"Male","455"
"","933"
"Terai Others",""
"Female","113"
"Male","110"
"","223"
"Thakuri",""
"Female","30"
"Male","40"
"","70"
"Tharu",""
"Female","1825"
"Male","1787"
"","3612"
"Yadav",""
"Female","2862"
"Male","2963"
"","5825"
