"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","18"
"Male","19"
"","37"
"Baraee",""
"Female","57"
"Male","60"
"","117"
"Bin",""
"Female","12"
"Male","9"
"","21"
"Brahman - Hill",""
"Female","3088"
"Male","2872"
"","5960"
"Brahman - Tarai",""
"Female","73"
"Male","80"
"","153"
"Chamar/ Harijan/ Ram",""
"Female","253"
"Male","251"
"","504"
"Chhetri",""
"Female","3056"
"Male","2808"
"","5864"
"Damai/Dholi",""
"Female","220"
"Male","189"
"","409"
"Danuwar",""
"Female","298"
"Male","305"
"","603"
"Dhanuk",""
"Female","43"
"Male","44"
"","87"
"Dhobi",""
"Female","47"
"Male","47"
"","94"
"Dom",""
"Female","26"
"Male","27"
"","53"
"Dusadh/ Pasawan/ Pasi",""
"Female","166"
"Male","153"
"","319"
"Gharti/Bhujel",""
"Female","274"
"Male","240"
"","514"
"Gurung",""
"Female","34"
"Male","31"
"","65"
"Hajam/Thakur",""
"Female","140"
"Male","127"
"","267"
"Halwai",""
"Female","46"
"Male","41"
"","87"
"Hayu",""
"Female","52"
"Male","49"
"","101"
"Kalwar",""
"Female","381"
"Male","397"
"","778"
"Kami",""
"Female","615"
"Male","555"
"","1170"
"Kanu",""
"Female","64"
"Male","66"
"","130"
"Kathabaniyan",""
"Female","566"
"Male","558"
"","1124"
"Kayastha",""
"Female","41"
"Male","37"
"","78"
"Khatwe",""
"Female","12"
"Male","17"
"","29"
"Koiri/Kushwaha",""
"Female","2021"
"Male","2035"
"","4056"
"Kumhar",""
"Female","14"
"Male","12"
"","26"
"Kurmi",""
"Female","53"
"Male","62"
"","115"
"Lohar",""
"Female","53"
"Male","69"
"","122"
"Magar",""
"Female","1052"
"Male","1035"
"","2087"
"Majhi",""
"Female","112"
"Male","125"
"","237"
"Mallaha",""
"Female","65"
"Male","51"
"","116"
"Musahar",""
"Female","32"
"Male","31"
"","63"
"Musalman",""
"Female","2043"
"Male","1932"
"","3975"
"Newar",""
"Female","774"
"Male","750"
"","1524"
"Nuniya",""
"Female","157"
"Male","149"
"","306"
"Others",""
"Female","53"
"Male","51"
"","104"
"Rai",""
"Female","140"
"Male","148"
"","288"
"Rajput",""
"Female","16"
"Male","12"
"","28"
"Sanyasi/Dasnami",""
"Female","36"
"Male","32"
"","68"
"Sarki",""
"Female","157"
"Male","135"
"","292"
"Sonar",""
"Female","203"
"Male","196"
"","399"
"Sudhi",""
"Female","152"
"Male","145"
"","297"
"Sunuwar",""
"Female","65"
"Male","66"
"","131"
"Tamang",""
"Female","4885"
"Male","4514"
"","9399"
"Tatma/Tatwa",""
"Female","41"
"Male","28"
"","69"
"Teli",""
"Female","428"
"Male","465"
"","893"
"Terai Others",""
"Female","12"
"Male","12"
"","24"
"Thakuri",""
"Female","17"
"Male","8"
"","25"
"Thami",""
"Female","40"
"Male","32"
"","72"
"Tharu",""
"Female","18"
"Male","19"
"","37"
"Yadav",""
"Female","308"
"Male","299"
"","607"
