"Population by disability type","Number"
"Blind/low vision",""
"Female","48"
"Male","44"
"","92"
"Deaf/hard of hearing",""
"Female","42"
"Male","57"
"","99"
"Deaf-Blind",""
"Female","6"
"Male","7"
"","13"
"Intellectual disable",""
"Female","9"
"Male","13"
"","22"
"Mental disable",""
"Female","19"
"Male","25"
"","44"
"Multiple disable",""
"Female","27"
"Male","35"
"","62"
"No disability",""
"Female","22199"
"Male","20971"
"","43170"
"Physical",""
"Female","100"
"Male","152"
"","252"
"Speech problem",""
"Female","79"
"Male","91"
"","170"
