"Population by Educational Attainment","Number"
"Beginners",""
"Female","390"
"Male","404"
"","794"
"Graduate and Equivalent",""
"Female","141"
"Male","362"
"","503"
"Intermediate and Equivalent",""
"Female","639"
"Male","909"
"","1548"
"Level not Stated",""
"Female","105"
"Male","121"
"","226"
"Lower Secondary (Class 6-8)",""
"Female","2238"
"Male","2779"
"","5017"
"Non Formal Education",""
"Female","255"
"Male","309"
"","564"
"Others",""
"Female","7"
"Male","12"
"","19"
"Post Graduate Equivalent and Above",""
"Female","21"
"Male","78"
"","99"
"Primary Education (1-5 Class)",""
"Female","4494"
"Male","5141"
"","9635"
"Secondary Level (Class 9-10)",""
"Female","1226"
"Male","1548"
"","2774"
"SLC and Equivalent",""
"Female","1351"
"Male","1620"
"","2971"
