"Population by Educational Attainment","Number"
"Beginners",""
"Female","602"
"Male","801"
"Graduate and Equivalent",""
"Female","50"
"Male","103"
"Intermediate and Equivalent",""
"Female","262"
"Male","372"
"Level not Stated",""
"Female","34"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","1584"
"Male","2329"
"Non Formal Education",""
"Female","271"
"Male","188"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","4554"
"Male","5760"
"Secondary Level (Class 9-10)",""
"Female","811"
"Male","1076"
"SLC and Equivalent",""
"Female","340"
"Male","472"
