"Population by Educational Attainment","Number"
"Beginners",""
"Female","54"
"Male","60"
"Graduate and Equivalent",""
"Female","0"
"Male","0"
"Intermediate and Equivalent",""
"Female","2"
"Male","15"
"Level not Stated",""
"Female","6"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","16"
"Male","62"
"Non Formal Education",""
"Female","5"
"Male","1"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"Primary Education (1-5 Class)",""
"Female","124"
"Male","382"
"Secondary Level (Class 9-10)",""
"Female","7"
"Male","33"
"SLC and Equivalent",""
"Female","5"
"Male","14"
