"Population by Educational Attainment","Number"
"Beginners",""
"Female","489"
"Male","547"
"","1036"
"Graduate and Equivalent",""
"Female","25"
"Male","219"
"","244"
"Intermediate and Equivalent",""
"Female","201"
"Male","863"
"","1064"
"Level not Stated",""
"Female","94"
"Male","151"
"","245"
"Lower Secondary (Class 6-8)",""
"Female","1777"
"Male","3307"
"","5084"
"Non Formal Education",""
"Female","149"
"Male","196"
"","345"
"Others",""
"Female","14"
"Male","72"
"","86"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","50"
"","56"
"Primary Education (1-5 Class)",""
"Female","5555"
"Male","7035"
"","12590"
"Secondary Level (Class 9-10)",""
"Female","550"
"Male","1827"
"","2377"
"SLC and Equivalent",""
"Female","278"
"Male","1378"
"","1656"
