"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","164"
"","299"
"Graduate and Equivalent",""
"Female","15"
"Male","65"
"","80"
"Intermediate and Equivalent",""
"Female","194"
"Male","243"
"","437"
"Level not Stated",""
"Female","23"
"Male","16"
"","39"
"Lower Secondary (Class 6-8)",""
"Female","1563"
"Male","1578"
"","3141"
"Non Formal Education",""
"Female","591"
"Male","673"
"","1264"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","21"
"","25"
"Primary Education (1-5 Class)",""
"Female","2750"
"Male","3210"
"","5960"
"Secondary Level (Class 9-10)",""
"Female","834"
"Male","830"
"","1664"
"SLC and Equivalent",""
"Female","450"
"Male","527"
"","977"
