"Population by Educational Attainment","Number"
"Beginners",""
"Female","157"
"Male","190"
"","347"
"Graduate and Equivalent",""
"Female","25"
"Male","170"
"","195"
"Intermediate and Equivalent",""
"Female","145"
"Male","466"
"","611"
"Level not Stated",""
"Female","58"
"Male","70"
"","128"
"Lower Secondary (Class 6-8)",""
"Female","828"
"Male","1331"
"","2159"
"Non Formal Education",""
"Female","12"
"Male","38"
"","50"
"Others",""
"Female","25"
"Male","27"
"","52"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","35"
"","37"
"Primary Education (1-5 Class)",""
"Female","2231"
"Male","2808"
"","5039"
"Secondary Level (Class 9-10)",""
"Female","329"
"Male","862"
"","1191"
"SLC and Equivalent",""
"Female","286"
"Male","744"
"","1030"
