"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","378"
"Male","349"
"","727"
"Baraee",""
"Female","234"
"Male","191"
"","425"
"Brahman - Hill",""
"Female","61"
"Male","64"
"","125"
"Chamar/ Harijan/ Ram",""
"Female","573"
"Male","564"
"","1137"
"Chhetri",""
"Female","9"
"Male","7"
"","16"
"Damai/Dholi",""
"Female","8"
"Male","7"
"","15"
"Danuwar",""
"Female","261"
"Male","201"
"","462"
"Dhanuk",""
"Female","145"
"Male","128"
"","273"
"Dhobi",""
"Female","150"
"Male","174"
"","324"
"Dom",""
"Female","48"
"Male","39"
"","87"
"Dusadh/ Pasawan/ Pasi",""
"Female","112"
"Male","109"
"","221"
"Hajam/Thakur",""
"Female","167"
"Male","134"
"","301"
"Halwai",""
"Female","70"
"Male","89"
"","159"
"Kalar",""
"Female","42"
"Male","33"
"","75"
"Kalwar",""
"Female","150"
"Male","155"
"","305"
"Kathabaniyan",""
"Female","306"
"Male","325"
"","631"
"Kayastha",""
"Female","10"
"Male","6"
"","16"
"Kewat",""
"Female","104"
"Male","97"
"","201"
"Khatwe",""
"Female","640"
"Male","637"
"","1277"
"Koiri/Kushwaha",""
"Female","169"
"Male","135"
"","304"
"Kurmi",""
"Female","4"
"Male","8"
"","12"
"Majhi",""
"Female","37"
"Male","26"
"","63"
"Mali",""
"Female","17"
"Male","12"
"","29"
"Mallaha",""
"Female","249"
"Male","228"
"","477"
"Musahar",""
"Female","554"
"Male","555"
"","1109"
"Musalman",""
"Female","750"
"Male","747"
"","1497"
"Newar",""
"Female","10"
"Male","7"
"","17"
"Others",""
"Female","33"
"Male","22"
"","55"
"Rajput",""
"Female","168"
"Male","166"
"","334"
"Sudhi",""
"Female","255"
"Male","248"
"","503"
"Sunuwar",""
"Female","37"
"Male","53"
"","90"
"Tatma/Tatwa",""
"Female","114"
"Male","105"
"","219"
"Teli",""
"Female","323"
"Male","314"
"","637"
"Terai Others",""
"Female","1015"
"Male","938"
"","1953"
"Undefined Others",""
"Female","26"
"Male","28"
"","54"
"Yadav",""
"Female","5522"
"Male","5604"
"","11126"
