"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","15"
"Male","16"
"Bhote",""
"Female","8"
"Male","12"
"Bin",""
"Female","163"
"Male","155"
"Bote",""
"Female","205"
"Male","213"
"Brahman - Hill",""
"Female","1904"
"Male","1710"
"Brahman - Tarai",""
"Female","16"
"Male","22"
"Chamar/ Harijan/ Ram",""
"Female","313"
"Male","294"
"Chhetri",""
"Female","3424"
"Male","3188"
"Dalit Others",""
"Female","174"
"Male","143"
"Damai/Dholi",""
"Female","262"
"Male","244"
"Dhanuk",""
"Female","86"
"Male","93"
"Dhobi",""
"Female","43"
"Male","57"
"Dom",""
"Female","14"
"Male","19"
"Dusadh/ Pasawan/ Pasi",""
"Female","128"
"Male","129"
"Gharti/Bhujel",""
"Female","256"
"Male","227"
"Gurung",""
"Female","37"
"Male","39"
"Hajam/Thakur",""
"Female","96"
"Male","98"
"Halwai",""
"Female","55"
"Male","57"
"Kalwar",""
"Female","372"
"Male","353"
"Kami",""
"Female","684"
"Male","613"
"Kanu",""
"Female","58"
"Male","61"
"Kathabaniyan",""
"Female","412"
"Male","386"
"Khatwe",""
"Female","85"
"Male","96"
"Koiri/Kushwaha",""
"Female","1473"
"Male","1500"
"Kumal",""
"Female","35"
"Male","31"
"Kumhar",""
"Female","56"
"Male","54"
"Kurmi",""
"Female","34"
"Male","32"
"Limbu",""
"Female","21"
"Male","10"
"Lohar",""
"Female","87"
"Male","79"
"Magar",""
"Female","2545"
"Male","2207"
"Majhi",""
"Female","306"
"Male","298"
"Mali",""
"Female","21"
"Male","29"
"Mallaha",""
"Female","96"
"Male","100"
"Musahar",""
"Female","26"
"Male","22"
"Musalman",""
"Female","328"
"Male","337"
"Newar",""
"Female","569"
"Male","513"
"Nuniya",""
"Female","64"
"Male","70"
"Others",""
"Female","23"
"Male","25"
"Pahari",""
"Female","42"
"Male","48"
"Punjabi/Sikh",""
"Female","10"
"Male","8"
"Rai",""
"Female","156"
"Male","127"
"Rajput",""
"Female","8"
"Male","6"
"Sanyasi/Dasnami",""
"Female","75"
"Male","80"
"Sarki",""
"Female","158"
"Male","156"
"Sonar",""
"Female","77"
"Male","61"
"Sudhi",""
"Female","6"
"Male","6"
"Sunuwar",""
"Female","6"
"Male","9"
"Tamang",""
"Female","4522"
"Male","4319"
"Tatma/Tatwa",""
"Female","9"
"Male","8"
"Teli",""
"Female","263"
"Male","266"
"Terai Others",""
"Female","12"
"Male","12"
"Thakuri",""
"Female","253"
"Male","243"
"Tharu",""
"Female","8"
"Male","10"
"Yadav",""
"Female","707"
"Male","702"
