"Population by Educational Attainment","Number"
"Beginners",""
"Female","80"
"Male","93"
"","173"
"Graduate and Equivalent",""
"Female","11"
"Male","47"
"","58"
"Intermediate and Equivalent",""
"Female","83"
"Male","100"
"","183"
"Level not Stated",""
"Female","21"
"Male","23"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","862"
"Male","799"
"","1661"
"Non Formal Education",""
"Female","80"
"Male","75"
"","155"
"Others",""
"Female","2"
"Male","1"
"","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","15"
"","16"
"Primary Education (1-5 Class)",""
"Female","1259"
"Male","1312"
"","2571"
"Secondary Level (Class 9-10)",""
"Female","483"
"Male","443"
"","926"
"SLC and Equivalent",""
"Female","392"
"Male","429"
"","821"
