"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","79"
"Graduate and Equivalent",""
"Female","3"
"Male","13"
"Intermediate and Equivalent",""
"Female","26"
"Male","75"
"Level not Stated",""
"Female","3"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","237"
"Male","256"
"Non Formal Education",""
"Female","18"
"Male","27"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","3"
"Primary Education (1-5 Class)",""
"Female","614"
"Male","668"
"Secondary Level (Class 9-10)",""
"Female","97"
"Male","117"
"SLC and Equivalent",""
"Female","39"
"Male","75"
