"Population by Single Year of Age","Number"
"0",""
"Female","50"
"Male","55"
"1",""
"Female","54"
"Male","50"
"10",""
"Female","91"
"Male","97"
"11",""
"Female","78"
"Male","58"
"12",""
"Female","103"
"Male","69"
"13",""
"Female","60"
"Male","51"
"14",""
"Female","74"
"Male","54"
"15",""
"Female","67"
"Male","52"
"16",""
"Female","41"
"Male","63"
"17",""
"Female","36"
"Male","55"
"18",""
"Female","65"
"Male","46"
"19",""
"Female","30"
"Male","26"
"2",""
"Female","76"
"Male","66"
"20",""
"Female","53"
"Male","49"
"21",""
"Female","30"
"Male","38"
"22",""
"Female","40"
"Male","43"
"23",""
"Female","42"
"Male","23"
"24",""
"Female","46"
"Male","45"
"25",""
"Female","45"
"Male","47"
"26",""
"Female","28"
"Male","36"
"27",""
"Female","28"
"Male","24"
"28",""
"Female","27"
"Male","26"
"29",""
"Female","27"
"Male","26"
"3",""
"Female","52"
"Male","64"
"30",""
"Female","49"
"Male","47"
"31",""
"Female","24"
"Male","22"
"32",""
"Female","26"
"Male","32"
"33",""
"Female","23"
"Male","22"
"34",""
"Female","28"
"Male","23"
"35",""
"Female","64"
"Male","57"
"36",""
"Female","37"
"Male","38"
"37",""
"Female","30"
"Male","19"
"38",""
"Female","32"
"Male","26"
"39",""
"Female","19"
"Male","15"
"4",""
"Female","65"
"Male","51"
"40",""
"Female","44"
"Male","48"
"41",""
"Female","25"
"Male","25"
"42",""
"Female","43"
"Male","36"
"43",""
"Female","19"
"Male","31"
"44",""
"Female","16"
"Male","21"
"45",""
"Female","49"
"Male","54"
"46",""
"Female","17"
"Male","17"
"47",""
"Female","24"
"Male","22"
"48",""
"Female","33"
"Male","50"
"49",""
"Female","18"
"Male","17"
"5",""
"Female","71"
"Male","62"
"50",""
"Female","67"
"Male","61"
"51",""
"Female","24"
"Male","22"
"52",""
"Female","19"
"Male","25"
"53",""
"Female","11"
"Male","17"
"54",""
"Female","7"
"Male","12"
"55",""
"Female","28"
"Male","39"
"56",""
"Female","14"
"Male","16"
"57",""
"Female","15"
"Male","13"
"58",""
"Female","17"
"Male","21"
"59",""
"Female","15"
"Male","13"
"6",""
"Female","63"
"Male","63"
"60",""
"Female","71"
"Male","68"
"61",""
"Female","16"
"Male","15"
"62",""
"Female","6"
"Male","11"
"63",""
"Female","13"
"Male","14"
"64",""
"Female","9"
"Male","12"
"65",""
"Female","27"
"Male","37"
"66",""
"Female","16"
"Male","10"
"67",""
"Female","12"
"Male","15"
"68",""
"Female","10"
"Male","9"
"69",""
"Female","16"
"Male","11"
"7",""
"Female","64"
"Male","66"
"70",""
"Female","25"
"Male","40"
"71",""
"Female","5"
"Male","5"
"72",""
"Female","16"
"Male","12"
"73",""
"Female","3"
"Male","3"
"74",""
"Female","4"
"Male","2"
"75",""
"Female","20"
"Male","18"
"76",""
"Female","0"
"Male","4"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","3"
"Male","8"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","77"
"Male","66"
"80",""
"Female","4"
"Male","10"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","1"
"Male","3"
"84",""
"Female","5"
"Male","8"
"85",""
"Female","10"
"Male","15"
"9",""
"Female","69"
"Male","71"
