"Population by Educational Attainment","Number"
"Beginners",""
"Female","332"
"Male","427"
"Graduate and Equivalent",""
"Female","26"
"Male","91"
"Intermediate and Equivalent",""
"Female","96"
"Male","260"
"Level not Stated",""
"Female","20"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","978"
"Male","2074"
"Non Formal Education",""
"Female","94"
"Male","133"
"Others",""
"Female","5"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","3780"
"Male","5250"
"Secondary Level (Class 9-10)",""
"Female","372"
"Male","907"
"SLC and Equivalent",""
"Female","194"
"Male","389"
