"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","120"
"Male","130"
"Bangali",""
"Female","51"
"Male","57"
"Baraee",""
"Female","64"
"Male","75"
"Bhote",""
"Female","3"
"Male","9"
"Brahman - Hill",""
"Female","714"
"Male","614"
"Brahman - Tarai",""
"Female","163"
"Male","173"
"Chamar/ Harijan/ Ram",""
"Female","149"
"Male","165"
"Chhetri",""
"Female","878"
"Male","828"
"Dalit Others",""
"Female","419"
"Male","440"
"Damai/Dholi",""
"Female","179"
"Male","181"
"Dhankar/ Dharikar",""
"Female","9"
"Male","15"
"Dhobi",""
"Female","748"
"Male","862"
"Dusadh/ Pasawan/ Pasi",""
"Female","680"
"Male","733"
"Gaderi/Bhedihar",""
"Female","177"
"Male","201"
"Gaine",""
"Female","21"
"Male","16"
"Gharti/Bhujel",""
"Female","13"
"Male","7"
"Gurung",""
"Female","44"
"Male","36"
"Hajam/Thakur",""
"Female","166"
"Male","178"
"Halwai",""
"Female","195"
"Male","220"
"Kahar",""
"Female","348"
"Male","345"
"Kalwar",""
"Female","165"
"Male","149"
"Kami",""
"Female","560"
"Male","461"
"Kathabaniyan",""
"Female","57"
"Male","73"
"Kayastha",""
"Female","14"
"Male","7"
"Kewat",""
"Female","348"
"Male","376"
"Koiri/Kushwaha",""
"Female","56"
"Male","63"
"Kori",""
"Female","859"
"Male","930"
"Kumal",""
"Female","101"
"Male","92"
"Kurmi",""
"Female","1135"
"Male","1242"
"Lhomi",""
"Female","9"
"Male","6"
"Limbu",""
"Female","18"
"Male","13"
"Lohar",""
"Female","80"
"Male","84"
"Magar",""
"Female","1078"
"Male","1077"
"Majhi",""
"Female","9"
"Male","12"
"Mali",""
"Female","46"
"Male","47"
"Marwadi",""
"Female","13"
"Male","17"
"Musalman",""
"Female","3038"
"Male","3157"
"Newar",""
"Female","28"
"Male","33"
"Others",""
"Female","41"
"Male","34"
"Sanyasi/Dasnami",""
"Female","49"
"Male","56"
"Sarki",""
"Female","32"
"Male","27"
"Sunuwar",""
"Female","9"
"Male","3"
"Tamang",""
"Female","15"
"Male","9"
"Teli",""
"Female","345"
"Male","400"
"Terai Others",""
"Female","179"
"Male","177"
"Thakuri",""
"Female","53"
"Male","48"
"Tharu",""
"Female","2496"
"Male","2518"
"Yadav",""
"Female","2132"
"Male","2435"
