"Population by Single Year of Age","Number"
"0",""
"Female","355"
"Male","415"
"1",""
"Female","365"
"Male","392"
"10",""
"Female","725"
"Male","740"
"11",""
"Female","274"
"Male","290"
"12",""
"Female","614"
"Male","672"
"13",""
"Female","312"
"Male","361"
"14",""
"Female","423"
"Male","446"
"15",""
"Female","424"
"Male","475"
"16",""
"Female","462"
"Male","435"
"17",""
"Female","271"
"Male","252"
"18",""
"Female","487"
"Male","538"
"19",""
"Female","196"
"Male","181"
"2",""
"Female","437"
"Male","410"
"20",""
"Female","437"
"Male","501"
"21",""
"Female","174"
"Male","162"
"22",""
"Female","364"
"Male","360"
"23",""
"Female","273"
"Male","170"
"24",""
"Female","267"
"Male","222"
"25",""
"Female","477"
"Male","581"
"26",""
"Female","219"
"Male","250"
"27",""
"Female","203"
"Male","169"
"28",""
"Female","394"
"Male","357"
"29",""
"Female","101"
"Male","102"
"3",""
"Female","555"
"Male","524"
"30",""
"Female","573"
"Male","611"
"31",""
"Female","67"
"Male","74"
"32",""
"Female","259"
"Male","226"
"33",""
"Female","177"
"Male","97"
"34",""
"Female","158"
"Male","80"
"35",""
"Female","440"
"Male","685"
"36",""
"Female","101"
"Male","152"
"37",""
"Female","91"
"Male","90"
"38",""
"Female","279"
"Male","168"
"39",""
"Female","74"
"Male","51"
"4",""
"Female","514"
"Male","513"
"40",""
"Female","429"
"Male","578"
"41",""
"Female","63"
"Male","43"
"42",""
"Female","166"
"Male","130"
"43",""
"Female","129"
"Male","58"
"44",""
"Female","101"
"Male","46"
"45",""
"Female","338"
"Male","531"
"46",""
"Female","83"
"Male","73"
"47",""
"Female","51"
"Male","53"
"48",""
"Female","171"
"Male","110"
"49",""
"Female","55"
"Male","47"
"5",""
"Female","598"
"Male","645"
"50",""
"Female","283"
"Male","442"
"51",""
"Female","34"
"Male","36"
"52",""
"Female","79"
"Male","79"
"53",""
"Female","61"
"Male","35"
"54",""
"Female","64"
"Male","33"
"55",""
"Female","257"
"Male","314"
"56",""
"Female","65"
"Male","55"
"57",""
"Female","30"
"Male","39"
"58",""
"Female","125"
"Male","78"
"59",""
"Female","51"
"Male","35"
"6",""
"Female","539"
"Male","585"
"60",""
"Female","289"
"Male","410"
"61",""
"Female","40"
"Male","38"
"62",""
"Female","73"
"Male","63"
"63",""
"Female","55"
"Male","31"
"64",""
"Female","35"
"Male","27"
"65",""
"Female","206"
"Male","273"
"66",""
"Female","17"
"Male","24"
"67",""
"Female","26"
"Male","21"
"68",""
"Female","76"
"Male","48"
"69",""
"Female","22"
"Male","14"
"7",""
"Female","458"
"Male","492"
"70",""
"Female","195"
"Male","221"
"71",""
"Female","10"
"Male","15"
"72",""
"Female","35"
"Male","39"
"73",""
"Female","15"
"Male","21"
"74",""
"Female","7"
"Male","12"
"75",""
"Female","65"
"Male","106"
"76",""
"Female","6"
"Male","18"
"77",""
"Female","9"
"Male","10"
"78",""
"Female","13"
"Male","10"
"79",""
"Female","4"
"Male","5"
"8",""
"Female","715"
"Male","742"
"80",""
"Female","49"
"Male","75"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","6"
"Male","3"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","45"
"Male","48"
"9",""
"Female","316"
"Male","336"
