"Population by disability type","Number"
"Blind/low vision",""
"Female","24"
"Male","26"
"","50"
"Deaf/hard of hearing",""
"Female","32"
"Male","22"
"","54"
"Deaf-Blind",""
"Female","10"
"Male","8"
"","18"
"Intellectual disable",""
"Female","1"
"Male","0"
"","1"
"Mental disable",""
"Female","7"
"Male","12"
"","19"
"Multiple disable",""
"Female","23"
"Male","28"
"","51"
"No disability",""
"Female","8733"
"Male","7540"
"","16273"
"Physical",""
"Female","46"
"Male","64"
"","110"
"Speech problem",""
"Female","22"
"Male","26"
"","48"
