"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","254"
"","486"
"Graduate and Equivalent",""
"Female","8"
"Male","35"
"","43"
"Intermediate and Equivalent",""
"Female","109"
"Male","142"
"","251"
"Level not Stated",""
"Female","8"
"Male","13"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","1232"
"Male","1204"
"","2436"
"Non Formal Education",""
"Female","313"
"Male","306"
"","619"
"Others",""
"Female","7"
"Male","6"
"","13"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","7"
"","8"
"Primary Education (1-5 Class)",""
"Female","2168"
"Male","2459"
"","4627"
"Secondary Level (Class 9-10)",""
"Female","481"
"Male","520"
"","1001"
"SLC and Equivalent",""
"Female","222"
"Male","346"
"","568"
