"Population by Educational Attainment","Number"
"Beginners",""
"Female","423"
"Male","500"
"Graduate and Equivalent",""
"Female","39"
"Male","127"
"Intermediate and Equivalent",""
"Female","187"
"Male","319"
"Level not Stated",""
"Female","55"
"Male","45"
"Lower Secondary (Class 6-8)",""
"Female","2128"
"Male","2115"
"Non Formal Education",""
"Female","539"
"Male","546"
"Others",""
"Female","10"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","4672"
"Male","5051"
"Secondary Level (Class 9-10)",""
"Female","944"
"Male","1150"
"SLC and Equivalent",""
"Female","777"
"Male","1015"
