"Population by Caste/Ethinicity","Number"
"Bantaba",""
"Female","40"
"Male","33"
"Baraee",""
"Female","5"
"Male","11"
"Brahman - Hill",""
"Female","1436"
"Male","1314"
"Brahman - Tarai",""
"Female","8"
"Male","12"
"Chamling",""
"Female","21"
"Male","9"
"Chhetri",""
"Female","3028"
"Male","2646"
"Damai/Dholi",""
"Female","334"
"Male","293"
"Ghale",""
"Female","92"
"Male","83"
"Gharti/Bhujel",""
"Female","240"
"Male","214"
"Gurung",""
"Female","147"
"Male","145"
"Kami",""
"Female","913"
"Male","811"
"Kulung",""
"Female","249"
"Male","209"
"Kumal",""
"Female","111"
"Male","91"
"Limbu",""
"Female","30"
"Male","28"
"Magar",""
"Female","697"
"Male","641"
"Majhi",""
"Female","81"
"Male","83"
"Mallaha",""
"Female","16"
"Male","19"
"Nachhiring",""
"Female","35"
"Male","37"
"Newar",""
"Female","1276"
"Male","1270"
"Nurang",""
"Female","5"
"Male","9"
"Others",""
"Female","48"
"Male","41"
"Rai",""
"Female","3365"
"Male","2970"
"Samgpang",""
"Female","46"
"Male","34"
"Sanyasi/Dasnami",""
"Female","265"
"Male","235"
"Sarki",""
"Female","607"
"Male","497"
"Sherpa",""
"Female","453"
"Male","351"
"Sonar",""
"Female","6"
"Male","5"
"Sunuwar",""
"Female","92"
"Male","81"
"Tamang",""
"Female","2931"
"Male","2645"
"Terai Others",""
"Female","7"
"Male","9"
"Thakuri",""
"Female","54"
"Male","55"
"Tharu",""
"Female","12"
"Male","12"
"Thulung",""
"Female","31"
"Male","32"
