"Population by Single Year of Age","Number"
"0",""
"Female","158"
"Male","148"
"1",""
"Female","133"
"Male","143"
"10",""
"Female","261"
"Male","236"
"11",""
"Female","199"
"Male","202"
"12",""
"Female","234"
"Male","280"
"13",""
"Female","240"
"Male","223"
"14",""
"Female","218"
"Male","220"
"15",""
"Female","235"
"Male","219"
"16",""
"Female","206"
"Male","195"
"17",""
"Female","208"
"Male","211"
"18",""
"Female","249"
"Male","186"
"19",""
"Female","172"
"Male","124"
"2",""
"Female","182"
"Male","175"
"20",""
"Female","209"
"Male","120"
"21",""
"Female","184"
"Male","71"
"22",""
"Female","196"
"Male","101"
"23",""
"Female","180"
"Male","52"
"24",""
"Female","158"
"Male","67"
"25",""
"Female","195"
"Male","81"
"26",""
"Female","150"
"Male","63"
"27",""
"Female","139"
"Male","73"
"28",""
"Female","123"
"Male","61"
"29",""
"Female","84"
"Male","39"
"3",""
"Female","209"
"Male","169"
"30",""
"Female","182"
"Male","76"
"31",""
"Female","84"
"Male","39"
"32",""
"Female","128"
"Male","74"
"33",""
"Female","76"
"Male","44"
"34",""
"Female","80"
"Male","47"
"35",""
"Female","197"
"Male","62"
"36",""
"Female","112"
"Male","35"
"37",""
"Female","81"
"Male","42"
"38",""
"Female","95"
"Male","46"
"39",""
"Female","81"
"Male","43"
"4",""
"Female","182"
"Male","173"
"40",""
"Female","181"
"Male","86"
"41",""
"Female","84"
"Male","40"
"42",""
"Female","97"
"Male","57"
"43",""
"Female","83"
"Male","63"
"44",""
"Female","64"
"Male","36"
"45",""
"Female","150"
"Male","79"
"46",""
"Female","79"
"Male","42"
"47",""
"Female","82"
"Male","52"
"48",""
"Female","95"
"Male","60"
"49",""
"Female","70"
"Male","50"
"5",""
"Female","191"
"Male","175"
"50",""
"Female","149"
"Male","95"
"51",""
"Female","73"
"Male","52"
"52",""
"Female","92"
"Male","72"
"53",""
"Female","61"
"Male","58"
"54",""
"Female","74"
"Male","61"
"55",""
"Female","110"
"Male","86"
"56",""
"Female","84"
"Male","50"
"57",""
"Female","90"
"Male","68"
"58",""
"Female","82"
"Male","66"
"59",""
"Female","71"
"Male","59"
"6",""
"Female","175"
"Male","189"
"60",""
"Female","116"
"Male","111"
"61",""
"Female","91"
"Male","69"
"62",""
"Female","71"
"Male","70"
"63",""
"Female","65"
"Male","64"
"64",""
"Female","65"
"Male","49"
"65",""
"Female","99"
"Male","73"
"66",""
"Female","50"
"Male","36"
"67",""
"Female","46"
"Male","54"
"68",""
"Female","64"
"Male","60"
"69",""
"Female","28"
"Male","36"
"7",""
"Female","200"
"Male","200"
"70",""
"Female","77"
"Male","76"
"71",""
"Female","36"
"Male","39"
"72",""
"Female","41"
"Male","51"
"73",""
"Female","29"
"Male","43"
"74",""
"Female","18"
"Male","27"
"75",""
"Female","60"
"Male","39"
"76",""
"Female","37"
"Male","27"
"77",""
"Female","36"
"Male","41"
"78",""
"Female","29"
"Male","38"
"79",""
"Female","17"
"Male","18"
"8",""
"Female","220"
"Male","200"
"80",""
"Female","37"
"Male","24"
"81",""
"Female","12"
"Male","10"
"82",""
"Female","10"
"Male","15"
"83",""
"Female","12"
"Male","18"
"84",""
"Female","5"
"Male","12"
"85",""
"Female","64"
"Male","60"
"9",""
"Female","187"
"Male","168"
