"Population by Educational Attainment","Number"
"Beginners",""
"Female","368"
"Male","403"
"","771"
"Graduate and Equivalent",""
"Female","12"
"Male","50"
"","62"
"Intermediate and Equivalent",""
"Female","124"
"Male","166"
"","290"
"Level not Stated",""
"Female","19"
"Male","21"
"","40"
"Lower Secondary (Class 6-8)",""
"Female","889"
"Male","1059"
"","1948"
"Non Formal Education",""
"Female","415"
"Male","330"
"","745"
"Others",""
"Female","5"
"Male","1"
"","6"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","4"
"","6"
"Primary Education (1-5 Class)",""
"Female","3043"
"Male","3115"
"","6158"
"Secondary Level (Class 9-10)",""
"Female","300"
"Male","481"
"","781"
"SLC and Equivalent",""
"Female","118"
"Male","158"
"","276"
