"Population by disability type","Number"
"Blind/low vision",""
"Female","80"
"Male","72"
"","152"
"Deaf/hard of hearing",""
"Female","51"
"Male","61"
"","112"
"Deaf-Blind",""
"Female","6"
"Male","9"
"","15"
"Intellectual disable",""
"Female","11"
"Male","10"
"","21"
"Mental disable",""
"Female","22"
"Male","38"
"","60"
"Multiple disable",""
"Female","24"
"Male","39"
"","63"
"No disability",""
"Female","30292"
"Male","28510"
"","58802"
"Physical",""
"Female","105"
"Male","141"
"","246"
"Speech problem",""
"Female","41"
"Male","41"
"","82"
