"Population by Educational Attainment","Number"
"Beginners",""
"Female","3470"
"Male","4387"
"","7857"
"Graduate and Equivalent",""
"Female","1377"
"Male","5317"
"","6694"
"Intermediate and Equivalent",""
"Female","5161"
"Male","11413"
"","16574"
"Level not Stated",""
"Female","1201"
"Male","1373"
"","2574"
"Lower Secondary (Class 6-8)",""
"Female","24438"
"Male","34393"
"","58831"
"Non Formal Education",""
"Female","1487"
"Male","1859"
"","3346"
"Others",""
"Female","319"
"Male","363"
"","682"
"Post Graduate Equivalent and Above",""
"Female","167"
"Male","1485"
"","1652"
"Primary Education (1-5 Class)",""
"Female","56849"
"Male","68745"
"","125594"
"Secondary Level (Class 9-10)",""
"Female","12110"
"Male","21928"
"","34038"
"SLC and Equivalent",""
"Female","10806"
"Male","20053"
"","30859"
