"Population by disability type","Number"
"Blind/low vision",""
"Female","45"
"Male","48"
"","93"
"Deaf/hard of hearing",""
"Female","62"
"Male","71"
"","133"
"Deaf-Blind",""
"Female","5"
"Male","5"
"","10"
"Intellectual disable",""
"Female","11"
"Male","12"
"","23"
"Mental disable",""
"Female","29"
"Male","24"
"","53"
"Multiple disable",""
"Female","24"
"Male","20"
"","44"
"No disability",""
"Female","14447"
"Male","11192"
"","25639"
"Physical",""
"Female","145"
"Male","236"
"","381"
"Speech problem",""
"Female","42"
"Male","51"
"","93"
