"Population by Educational Attainment","Number"
"Beginners",""
"Female","114"
"Male","160"
"Graduate and Equivalent",""
"Female","57"
"Male","202"
"Intermediate and Equivalent",""
"Female","174"
"Male","471"
"Level not Stated",""
"Female","154"
"Male","197"
"Lower Secondary (Class 6-8)",""
"Female","972"
"Male","1896"
"Non Formal Education",""
"Female","54"
"Male","105"
"Others",""
"Female","55"
"Male","47"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","3152"
"Male","4160"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","975"
"SLC and Equivalent",""
"Female","264"
"Male","759"
