"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","28"
"Male","37"
"Bhote",""
"Female","25"
"Male","24"
"Bin",""
"Female","10"
"Male","5"
"Brahman - Hill",""
"Female","220"
"Male","188"
"Brahman - Tarai",""
"Female","106"
"Male","125"
"Chamar/ Harijan/ Ram",""
"Female","526"
"Male","542"
"Chhetri",""
"Female","107"
"Male","98"
"Damai/Dholi",""
"Female","125"
"Male","147"
"Dhanuk",""
"Female","120"
"Male","122"
"Dhobi",""
"Female","335"
"Male","372"
"Dhunia",""
"Female","396"
"Male","366"
"Dom",""
"Female","14"
"Male","10"
"Dusadh/ Pasawan/ Pasi",""
"Female","287"
"Male","295"
"Foreigner",""
"Female","177"
"Male","193"
"Gangai",""
"Female","117"
"Male","131"
"Gharti/Bhujel",""
"Female","133"
"Male","133"
"Hajam/Thakur",""
"Female","316"
"Male","340"
"Kahar",""
"Female","111"
"Male","113"
"Kalwar",""
"Female","138"
"Male","129"
"Kanu",""
"Female","2010"
"Male","2183"
"Kathabaniyan",""
"Female","1008"
"Male","1092"
"Kayastha",""
"Female","80"
"Male","69"
"Koiri/Kushwaha",""
"Female","668"
"Male","695"
"Kumhar",""
"Female","316"
"Male","362"
"Kurmi",""
"Female","1051"
"Male","1074"
"Lohar",""
"Female","545"
"Male","571"
"Magar",""
"Female","8"
"Male","6"
"Mali",""
"Female","38"
"Male","40"
"Mallaha",""
"Female","113"
"Male","121"
"Marwadi",""
"Female","26"
"Male","16"
"Musahar",""
"Female","100"
"Male","109"
"Musalman",""
"Female","7013"
"Male","6621"
"Natuwa",""
"Female","3"
"Male","9"
"Nuniya",""
"Female","422"
"Male","408"
"Others",""
"Female","25"
"Male","12"
"Punjabi/Sikh",""
"Female","129"
"Male","143"
"Rai",""
"Female","9"
"Male","2"
"Rajdhob",""
"Female","41"
"Male","41"
"Rajput",""
"Female","261"
"Male","283"
"Sanyasi/Dasnami",""
"Female","53"
"Male","65"
"Sonar",""
"Female","340"
"Male","368"
"Tajpuriya",""
"Female","21"
"Male","25"
"Tatma/Tatwa",""
"Female","148"
"Male","143"
"Teli",""
"Female","1748"
"Male","1865"
"Terai Others",""
"Female","331"
"Male","366"
"Yadav",""
"Female","621"
"Male","663"
"Yakkha",""
"Female","148"
"Male","146"
